,Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
1476,15759165.12,5253055.04,10,5167959.473,JD SPORTS FASHION PLC,COSY INTERNATIONAL PVT LTD,3,1
1477,86282470.17,6637113.09,10,3740855.001,JD SPORTS FASHION PLC,M/S W.BROTHERS SITUATED AT,13,0
1478,2592878.17,2592878.17,10,,JD SPORTS FASHION PLC,SHAHAB ENTERPRISES,1,0
1479,38234586.17,2941122.013,2,3502490.148,J ROSENTHAL AND SON LTD,AL REHMAT TRADERS PVT LTD,13,0
1480,32764009.65,2730334.138,2,3141913.829,J ROSENTHAL AND SON LTD,KAUSAR PROCESSING IND PVT LTD,12,0
1481,503783.27,503783.27,2,,J ROSENTHAL AND SON LTD,NIMRA TEXTILE  PVT  LTD,1,0
1482,177047159.8,5901571.994,2,3375133.093,J ROSENTHAL AND SON LTD,THE CRESCENT TEXTILE MILLS LTD,30,0
1483,6794998.65,1698749.663,6,173744.7065,JENICE LEATHER INTERNATIONAL,AZIZ LEATHER CRAFT,4,0
1484,2171309.96,2171309.96,6,,JENICE LEATHER INTERNATIONAL,EURO LEATHER GARMENTS,1,0
1485,11121728.01,1235747.557,6,507971.2963,JENICE LEATHER INTERNATIONAL,M.S LEATER COORDINATOR,9,1
1486,27372117.2,2737211.72,1,1414376.459,WEEKA TRADING CO LLC,CHAMPION INTERNATIONAL,10,0
1487,3270421.44,3270421.44,1,,WEEKA TRADING CO LLC,DAWOOD USMAN TEXTILES,1,0
1488,139901082.1,5829211.753,1,1316560.439,WEEKA TRADING CO LLC,DIAMOND FABRICS,24,0
1489,78176698.12,19544174.53,1,11383815.11,WEEKA TRADING CO LLC,KAMRAN TEXTILES PVT LTD,4,0
1490,1403870.33,701935.165,27,102952.3785, RAJU D PARAKH WOOL COMPANY,ENGLISH LEATHER GARMENTS,2,0
1491,1094421.38,1094421.38,27,, RAJU D PARAKH WOOL COMPANY,M  SAJJAD AND  COMPANY,1,0
1492,1127037.54,1127037.54,27,, RAJU D PARAKH WOOL COMPANY,M S NAJEEB AHMED WOOL MERCHANT,1,0
1493,479239.38,479239.38,27,, RAJU D PARAKH WOOL COMPANY,NAZIR AHMAD ENTERPRISES,1,0
1494,3903247.99,1301082.663,11,5192.492022,SHANKAR TRADING COMPANY,LAL SHAHBAZ TRADERS,3,0
1495,1549991.08,1549991.08,11,,SHANKAR TRADING COMPANY,M S LAL TRADERS,1,0
1496,6617572,1323514.4,11,162436.3661,SHANKAR TRADING COMPANY,MALIK SIKANDER TRADERS,5,0
1497,1572737.28,1572737.28,11,,SHANKAR TRADING COMPANY,SHAH TRADERS,1,0
1498,4640224.89,1546741.63,11,0, ARORA OVERSEAS,GEET TRADERS,3,0
1499,2844008.8,1422004.4,11,176405.0824, ARORA OVERSEAS,MALIK SIKANDER TRADERS,2,0
1500,3345892.7,1672946.35,11,0, ARORA OVERSEAS,NIRANKAR TRADING COMPANY,2,0
1501,1546741.63,1546741.63,11,, ARORA OVERSEAS,SHAH TRADERS,1,0
1502,4402490.4,1100622.6,11,0, PRATHAM TRADERS,J M D TRADERS,4,0
1503,2201245.2,1100622.6,11,0, PRATHAM TRADERS,JAI RAM DASS COMMISSION AGENT,2,0
1504,6553421.42,1092236.903,11,20540.67797, PRATHAM TRADERS,NEW SONA TRADERS,6,0
1505,1100622.6,1100622.6,11,, PRATHAM TRADERS,RAJESH KUMAR BROKER,1,0
1506,3210883,1605441.5,4,610154.0411, POTTER HEIMTEXTILLEN GMBH,AKSA TEX STYLE INDUSTRIES,2,0
1507,1407958.36,1407958.36,4,, POTTER HEIMTEXTILLEN GMBH,HUSSAIN HOME TEXTILE,1,0
1508,19443179.57,3240529.928,4,2334463.302, POTTER HEIMTEXTILLEN GMBH,M/S.MULTAN INDUSTRIES,6,0
1509,21330443.33,3555073.888,4,788874.0923, POTTER HEIMTEXTILLEN GMBH,SHAKEEL TEXTILE INDUSTRIES,6,0
1510,4495800.28,4495800.28,1,,HORIZON SRLS,BHARARA TEXTILES,1,1
1511,1896356.56,1896356.56,1,,HORIZON SRLS,GULFRAZ FABRICS,1,0
1512,4169008.74,4169008.74,1,,HORIZON SRLS,I A FABRICS,1,0
1513,67541181.69,3377059.085,1,233314.8062,HORIZON SRLS,KLASS TEXTILE,20,0
1514,66659184.72,2468858.693,73,2050576.318,SANDP CASUALS LTD,A Q APPAREL,27,0
1515,25902270.3,2590227.03,73,1815511.724,SANDP CASUALS LTD,SHAHBAZ GARMENTS,10,0
1516,16513556.49,8256778.245,8,512910.9417,BELGIUM,ANWAR KHAWAJA INDUSTRIES LTD,2,0
1517,2548238.6,2548238.6,8,,BELGIUM,EUROTEX,1,0
1518,2339490.93,2339490.93,8,,BELGIUM,MUSTAFA & CO.,1,0
1519,86285556.09,5752370.406,21,474841.352, JYSK AB CO SHARED FINANCE,GUL AHMED TEXTILE MILLS LTD.,15,0
1520,25924050.04,3703435.72,21,483086.0802, JYSK AB CO SHARED FINANCE,MULTIMAT INT,7,0
1521,20993816.35,2999116.621,21,73932.14888, JYSK AB CO SHARED FINANCE,NOOR FATIMA FABRICS PVT LTD,7,0
1522,24338761.48,1431691.852,21,605011.4995, JYSK AB CO SHARED FINANCE,SALEEM TEXTILE,17,0
1523,35241343.41,5034477.63,21,2174298.482, JYSK AB CO SHARED FINANCE,WORTHTEX INTERNATIONAL,7,0
1524,4732513.66,4732513.66,15,,CF RYTHMOS,AFROZE TEXTILE INDUSTRIES (PVT.) LT,1,1
1525,34542555.54,5757092.59,15,1546039.278,CF RYTHMOS,BHARARA TEXTILES,6,1
1526,7721093.17,7721093.17,15,,CF RYTHMOS,EURO PAK TEXTILE IND.,1,1
1527,1288596.09,1288596.09,15,,CF RYTHMOS,HAYTEX INTERNATIONAL,1,0
1528,4924622.78,2462311.39,15,263953.2599,CF RYTHMOS,SABRI TEXTILES,2,1
1529,1546505.78,1546505.78,21,,RNA RESOURCEA GROUP LTD,AL SABAHAT ENTERPRISES,1,0
1530,44547165.13,7424527.522,21,2006845.933,RNA RESOURCEA GROUP LTD,COSY INTERNATIONAL PVT LTD,6,0
1531,43685866.1,3640488.842,21,1214364.127,RNA RESOURCEA GROUP LTD,GOHAR TEXTILE MILLS PVT LTD,12,0
1532,1064144.82,1064144.82,21,,RNA RESOURCEA GROUP LTD,INTER MARKET KNIT PVT LTD,1,1
1533,26877633.66,6719408.415,21,3936195.282,RNA RESOURCEA GROUP LTD,LAHORE FASHIONS,4,0
1534,3093483.26,1546741.63,11,0,RAGHU NATH LAXMI NARAYAN,M S LAL TRADERS,2,0
1535,3093483.26,1546741.63,11,0,RAGHU NATH LAXMI NARAYAN,NIRANKAR TRADING COMPANY,2,0
1536,1496846.74,1496846.74,11,,RAGHU NATH LAXMI NARAYAN,RAJ KUMAR & COMPANY,1,0
1537,2844008.8,1422004.4,11,176405.0824,RAGHU NATH LAXMI NARAYAN,SATNAM TRADING COMPANY,2,0
1538,6104786.69,3052393.345,11,215836.8001,RAGHU NATH LAXMI NARAYAN,SOOFI TRADERS,2,0
1539,247568806.6,19043754.35,5,10231836.41,ROL RYZ SP ZOO,M S KHALID RICE MILLS,13,0
1540,52934706,10586941.2,5,1871524.479,ROL RYZ SP ZOO,NOBEL FOODS PRIVATE LIMITED,5,0
1541,28078978.95,14039489.48,5,1343421.037,ROL RYZ SP ZOO,SARWAR FOODS,2,0
1542,90146232,22536558,5,2620005.842,ROL RYZ SP ZOO,SUPREME RICE MILLS,4,0
1543,219359325.2,24373258.36,5,7423611.42,ROL RYZ SP ZOO,VITAL AGRO FOODS PVT LTD.,9,0
1544,19769890.48,6589963.493,4,1050141.676,UAB NOSTRA,ALLAH TAWAKAL TEXTILE,3,1
1545,20437055.09,6812351.697,4,1840709.547,UAB NOSTRA,GUL AHMED TEXTILE MILLS LTD.,3,1
1546,18291637.24,6097212.413,4,4007768.663,UAB NOSTRA,HUDABIA TEXTILE,3,0
1547,603455.65,301727.825,4,21124.14334,UAB NOSTRA,RAINBOW INDUSTRIES,2,0
1548,3365547.73,3365547.73,4,,UAB NOSTRA,ZEPHYR TEXTILES LTD.,1,0
1549,2820528.85,2820528.85,11,, VASAN SHAH AND CO,BOBY TRADING COMPANY,1,0
1550,14768887.8,1846110.975,11,716622.8565, VASAN SHAH AND CO,HARI OM TRADERS,8,0
1551,8100498.48,2025124.62,11,974557.4579, VASAN SHAH AND CO,NIRANKAR TRADING COMPANY,4,0
1552,3093483.26,1546741.63,11,0, VASAN SHAH AND CO,SAKHI TRADING & CO,2,0
1553,8424899.13,1684979.826,11,554251.9958, VASAN SHAH AND CO,SATNAM TRADING COMPANY,5,0
1554,107503.44,107503.44,6,,FRANCE,AIYMCO SPORTS,1,0
1555,5252590.33,2626295.165,6,42989.46893,FRANCE,BURAQ SURGICAL CORPORATIPN,2,0
1556,247357.69,247357.69,6,,FRANCE,FALCON SURGICAL CO. LTD,1,0
1557,277252.07,277252.07,6,,FRANCE,HILBRO PVT LTD,1,0
1558,143735.63,143735.63,6,,FRANCE,NELSON LUC SURGICAL CO,1,0
1559,3637337.57,3637337.57,8,,COGETEX SA,KAMRAN TEXTILES PVT LTD,1,1
1560,4240981.9,4240981.9,8,,COGETEX SA,M.K.SONS PVT LIMITED,1,0
1561,2345886.93,2345886.93,8,,COGETEX SA,NAGINA COTTON MILLS LTD.,1,0
1562,6385325.95,6385325.95,8,,COGETEX SA,NIMRA TEXTILE  PVT  LTD,1,1
1563,984723.9,984723.9,8,,COGETEX SA,ZEPHYR TEXTILES LTD.,1,1
1564,1546741.63,1546741.63,11,,HARE KRISHNA TRADERS,BOBY TRADING COMPANY,1,0
1565,1297267.17,1297267.17,11,,HARE KRISHNA TRADERS,HARI OM TRADERS,1,0
1566,15458611.31,1545861.131,11,540173.5913,HARE KRISHNA TRADERS,M S NEW FRIENDS TRADERS SUKKUR,10,0
1567,23535713.7,1470982.106,11,155487.1571,HARE KRISHNA TRADERS,M/S NEW RAJA COMMISSION SHOP,16,0
1568,1546741.63,1546741.63,11,,HARE KRISHNA TRADERS,SHANDAR TRADERS,1,0
1569,1672946.35,1672946.35,11,, INTERNATIONAL TRADERS,ESHWAR TRADERS,1,0
1570,3898614.89,1299538.297,11,3933.706777, INTERNATIONAL TRADERS,LAL SHAHBAZ TRADERS,3,0
1571,11993641.7,1998940.283,11,127249.656, INTERNATIONAL TRADERS,NIRANKAR TRADING COMPANY,6,0
1572,1232697.31,1232697.31,11,, INTERNATIONAL TRADERS,PEHCHAN TRADING COMPANY,1,0
1573,4540435.11,1513478.37,11,28806.82817, INTERNATIONAL TRADERS,SHAH TRADERS,3,0
1574,9094747.48,3031582.493,12,57093.49148,SOCOWA SOCIETE COTONNIERE,NISHAT MILLS LTD,3,1
1575,48354397.96,2417719.898,12,29869.01856,SOCOWA SOCIETE COTONNIERE,SAPPHIRE FIBRE LTD (UNIT-3),20,0
1576,71970084.97,3129134.129,12,992383.7859,SOCOWA SOCIETE COTONNIERE,SAPPHIRE FIBRES LTD. UNIT 1&2.,23,0
1577,55625851.94,7946550.277,12,4732003.995,SOCOWA SOCIETE COTONNIERE,SAPPHIRE TEXTILE MILLS LTD U-5,7,0
1578,10577716.95,1511102.421,11,94292.4828, ESHANT TRADERS,AJEET TRADERS,7,0
1579,1546741.63,1546741.63,11,, ESHANT TRADERS,M S LAL TRADERS,1,0
1580,662889.27,662889.27,11,, ESHANT TRADERS,M/S NEW RAJA COMMISSION SHOP,1,0
1581,26488317.26,1892022.661,11,698326.9694, ESHANT TRADERS,NIRANKAR TRADING COMPANY,14,0
1582,4815695.58,1605231.86,11,101308.0501, ESHANT TRADERS,VIJAY KUMAR & CO,3,0
1583,2876838.19,2876838.19,4,, T AND A TEXTILE AND HOSIERY LTD,AMIL EXPORTS (PVT) LTD,1,0
1584,10581758.35,3527252.783,4,529238.7749, T AND A TEXTILE AND HOSIERY LTD,RAINBOW INDUSTRIES,3,0
1585,1506700.3,1506700.3,4,, T AND A TEXTILE AND HOSIERY LTD,SHAKEEL TEXTILE INDUSTRIES,1,0
1586,843340.44,843340.44,4,, T AND A TEXTILE AND HOSIERY LTD,ZEPHYR TEXTILES LTD.,1,0
1587,1546741.63,1546741.63,11,,KARTAR TRADERS,BADSHAH TRADERS,1,0
1588,1297267.17,1297267.17,11,,KARTAR TRADERS,LAL SHAHBAZ TRADERS,1,0
1589,3639392.06,3639392.06,11,,KARTAR TRADERS,MEHTAB TRADERS,1,0
1590,10240192.68,1462884.669,11,143703.4069,KARTAR TRADERS,RAJESH KUMAR BROKER,7,0
1591,1546741.63,1546741.63,11,,KARTAR TRADERS,VIJAY KUMAR & CO,1,0
1592,6279921.94,1255984.388,32,539317.6822,AYDEMIR TEXTIL EK,AMIL EXPORTS (PVT) LTD,5,1
1593,2257586.6,2257586.6,32,,AYDEMIR TEXTIL EK,ARHAM ENTERPRISES,1,1
1594,17334355.23,1926039.47,32,1870235.38,AYDEMIR TEXTIL EK,SAS AGENCIES PVT LTD,9,0
1595,2713611.23,2713611.23,32,,AYDEMIR TEXTIL EK,SIDIQUE & SONS,1,0
1596,1776593.55,1776593.55,32,,AYDEMIR TEXTIL EK,UNIFORM HOUSE AND HOME TEXTILE,1,0
1597,15523181.15,1552318.115,11,559258.9029, SOOJAL INTERNATIONAL,BHAWANI TRADING COMPANY,10,0
1598,11998253.84,1714036.263,11,336617.0226, SOOJAL INTERNATIONAL,HARI OM TRADERS,7,0
1599,5937492.06,1484373.015,11,124737.23, SOOJAL INTERNATIONAL,J M D TRADERS,4,0
1600,112263714.9,1754120.545,11,491383.7753, SOOJAL INTERNATIONAL,NEW PRINCE COMISION SHOP & COM AGEN,64,0
1601,1711326.63,1711326.63,11,, SOOJAL INTERNATIONAL,RAJESH KUMAR BROKER,1,0
1602,13981051.66,13981051.66,17,,SAUDI ARABIA,AERO LITE INDUSTRIES,1,0
1603,2660175.11,2660175.11,17,,SAUDI ARABIA,IMRAN QASIM TRADING ESTD.,1,0
1604,8212741.02,4106370.51,17,845632.5917,SAUDI ARABIA,KHAN ENTERPRISES,2,0
1605,6212857.35,6212857.35,17,,SAUDI ARABIA,M S SARWAR ENTERPRISES,1,0
1606,1787411.1,1787411.1,17,,SAUDI ARABIA,P.K LIVESTOCK AND MEAT CO.PVT LTD.,1,0
1607,1546741.63,1546741.63,11,, MANISH TRADING COMPANY,GEET TRADERS,1,0
1608,7861590,1965397.5,11,691352.8299, MANISH TRADING COMPANY,HARI OM TRADERS,4,0
1609,4741482.16,1580494.053,11,156458.8357, MANISH TRADING COMPANY,ROHIT TRADERS,3,0
1610,3181533.06,1590766.53,11,738825.9792, MANISH TRADING COMPANY,SIKKIM TRADING COMPANY,2,0
1611,2993693.48,1496846.74,11,0, MANISH TRADING COMPANY,SOOJAL TRADERS,2,0
1612,8625270.09,8625270.09,13,,VINCENZO ZUCCHI,BHANERO TEXTILE MILLS LTD UNIT 3,1,0
1613,10423023.91,5211511.955,13,3821392.082,VINCENZO ZUCCHI,FAISAL SPINING MILLS LTD,2,0
1614,22330162.96,11165081.48,13,1398601.734,VINCENZO ZUCCHI,NAVEENA INDUSTRIES,2,0
1615,19611304.39,19611304.39,13,,VINCENZO ZUCCHI,ROOMI FABRICS LTD,1,0
1616,30304666.35,5050777.725,13,1919974.617,VINCENZO ZUCCHI,ZEPHYR TEXTILES LTD.,6,1
1617,2201245.2,1100622.6,11,0, GOPALA INTERNATIONAL,AJEET TRADERS,2,0
1618,1100622.6,1100622.6,11,, GOPALA INTERNATIONAL,RAJA COMMISSION SHOP,1,0
1619,4402490.4,1100622.6,11,0, GOPALA INTERNATIONAL,SHAH TRADERS,4,0
1620,8804351.87,2201087.968,11,898911.3677, GOPALA INTERNATIONAL,SIKKIM TRADING COMPANY,4,0
1621,12989990.27,6494995.135,15,2162846.356,FABTEX FZC,BISMILLAH TEXTILE MILLS LIMITED,2,0
1622,2739732.67,2739732.67,15,,FABTEX FZC,DIAMOND FABRICS,1,1
1623,5711092.94,2855546.47,15,408478.5604,FABTEX FZC,HAYTEX INTERNATIONAL,2,0
1624,9004476.51,4502238.255,15,1115888.132,FABTEX FZC,KAMRAN TEXTILES PVT LTD,2,1
1625,34017348.35,4859621.193,15,1438919.72,FABTEX FZC,LEGACY TEXTILES,7,0
1626,5485062.79,2742531.395,15,1865165.008,FABTEX FZC,SADAQAT LIMITED,2,0
1627,31162189.77,1483913.799,11,180309.1022, MUSKAAN ENTERPRISES,AJEET TRADERS,21,0
1628,1546741.63,1546741.63,11,, MUSKAAN ENTERPRISES,AWAMI TRADERS,1,0
1629,19790661.85,1979066.185,11,456833.6345, MUSKAAN ENTERPRISES,NIRANKAR TRADING COMPANY,10,0
1630,1546741.63,1546741.63,11,, MUSKAAN ENTERPRISES,PARWANA TRADERS,1,0
1631,1496846.74,1496846.74,11,, MUSKAAN ENTERPRISES,SATNAM TRADING COMPANY,1,0
1632,1546741.63,1546741.63,11,, MUSKAAN ENTERPRISES,SHAM TRADERS,1,0
1633,2483890.8,354841.5429,37,180941.3871,BELTEXCO LTD,FIRST TREET MANF MODARBA,7,0
1634,17875983.68,397244.0818,37,150760.6408,BELTEXCO LTD,S.P.(PVT) LIMITED,45,0
1635,16375283.17,16375283.17,37,,BELTEXCO LTD,SHAHBAZ GARMENTS PVT LTD,1,0
1636,41335368.93,607873.0725,37,865965.968,BELTEXCO LTD,SHERWANI INTERNATIONAL,68,0
1637,19015509.08,3803101.816,37,2346382.08,BELTEXCO LTD,SPONA SPORTS,5,0
1638,452579.74,452579.74,10,,US APPAREL COMPANY,AL SAHIL TEXTILES,1,0
1639,2606188.8,2606188.8,10,,US APPAREL COMPANY,ALGODON PRIVATE LIMITED,1,0
1640,102052350.1,3779716.671,10,1773899.857,US APPAREL COMPANY,GALAXY KNITWEAR COMPANY,27,0
1641,18761334.31,1172583.394,10,389081.4298,US APPAREL COMPANY,M S AG APPRELS,16,0
1642,604315.18,302157.59,10,279965.2404,US APPAREL COMPANY,SAS AGENCIES PVT LTD,2,1
1643,3151725.06,1575862.53,10,1809874.893,US APPAREL COMPANY,SHAFI EXPORTS,2,0
1644,29144109.08,3643013.635,4,1864348.912,GRAUSAM HANDELS GMBH,AKSA TEX STYLE INDUSTRIES,8,0
1645,8222317.49,4111158.745,4,3961100.458,GRAUSAM HANDELS GMBH,KAMAL LIMITED,2,0
1646,6373379.21,3186689.605,4,67979.78223,GRAUSAM HANDELS GMBH,M.HASSAN DIN & SONS,2,0
1647,31085674.38,3108567.438,4,977049.4709,GRAUSAM HANDELS GMBH,M/S.MULTAN INDUSTRIES,10,0
1648,2386617.37,2386617.37,4,,GRAUSAM HANDELS GMBH,RAINBOW INDUSTRIES,1,0
1649,11353708.29,2838427.073,4,95754.16786,GRAUSAM HANDELS GMBH,SHAKEEL TEXTILE INDUSTRIES,4,0
1650,14502723.08,14502723.08,12,,TRE D SRL,BHARARA TEXTILES,1,0
1651,86120423.4,10765052.92,12,4238857.882,TRE D SRL,KHIZRA FABRICS,8,0
1652,4270688.52,4270688.52,12,,TRE D SRL,M S SOUTH ASIAN TEXTILE INDUSTRIES,1,1
1653,388556.47,388556.47,12,,TRE D SRL,MULTAN HIDE CO PVT LTD,1,1
1654,2570626.09,2570626.09,12,,TRE D SRL,RAZA APPARELS,1,1
1655,13686998.13,13686998.13,12,,TRE D SRL,UNITED TEXTILE PRINTING IND PVT LTD,1,0
1656,4402490.4,2201245.2,11,0,ASIAN TRADING CORPORATION,GOTAM TRADERS,2,0
1657,5503113,1100622.6,11,0,ASIAN TRADING CORPORATION,M/S GULSTAN TRADERS,5,0
1658,3269582.87,1089860.957,11,18639.71303,ASIAN TRADING CORPORATION,RAJ KUMAR & COMPANY,3,0
1659,1100622.6,1100622.6,11,,ASIAN TRADING CORPORATION,RAJESH KUMAR BROKER,1,0
1660,39157636.42,1263149.562,11,256073.5598,ASIAN TRADING CORPORATION,SHAM TRADERS,31,0
1661,3301867.8,1650933.9,11,778257.704,ASIAN TRADING CORPORATION,SIKKIM TRADING COMPANY,2,0
1662,1157226.04,578613.02,17,0,UAE,ANCHOR TRADING COMPANY,2,0
1663,4403433.79,4403433.79,17,,UAE,M S KHOKHAR ENTERPRISES,1,0
1664,9468365.81,9468365.81,17,,UAE,PREMIER CABLES PVT LTD,1,0
1665,14654548.83,14654548.83,17,,UAE,TOWNE BROTHERS LTD,1,1
1666,1068337.67,1068337.67,11,, BAL GOPAL TRADERS,BHAWANI TRADING COMPANY,1,0
1667,2547574.44,2547574.44,11,, BAL GOPAL TRADERS,DARVESH TRADERS,1,0
1668,1546741.63,1546741.63,11,, BAL GOPAL TRADERS,G.M.TRADERS,1,0
1669,3604067.32,3604067.32,11,, BAL GOPAL TRADERS,M S DARSHAN TRADERS,1,0
1670,1496846.74,1496846.74,11,, BAL GOPAL TRADERS,RAJESH KUMAR BROKER,1,0
1671,1297267.17,1297267.17,11,, BAL GOPAL TRADERS,SALAR AND COMPANY,1,0
1672,394085.79,197042.895,4,211419.2636,BROUDEHOUXBOISSE VALE DE DEULE,AKSA TEX STYLE INDUSTRIES,2,0
1673,5531018.5,2765509.25,4,1225373.427,BROUDEHOUXBOISSE VALE DE DEULE,HUDABIA TEXTILE,2,0
1674,2966683.15,988894.3833,4,1563548.508,BROUDEHOUXBOISSE VALE DE DEULE,NIMRA TEXTILE  PVT  LTD,3,1
1675,187168.73,187168.73,4,,BROUDEHOUXBOISSE VALE DE DEULE,SADAQAT LIMITED,1,1
1676,1179657.78,1179657.78,4,,BROUDEHOUXBOISSE VALE DE DEULE,ZEPHYR TEXTILES LTD.,1,0
1677,4210877.24,1403625.747,11,146454.8839, JAI DEV TRADERS,AWAMI TRADERS,3,0
1678,7820447.68,1303407.947,11,167780.3673, JAI DEV TRADERS,MARVI TRADERS,6,0
1679,2301034.98,1150517.49,11,116219.816, JAI DEV TRADERS,NEW SONA TRADERS,2,0
1680,14672033.02,1467203.302,11,121655.3985, JAI DEV TRADERS,RAJESH KUMAR BROKER,10,0
1681,5937492.06,1484373.015,11,124737.23, JAI DEV TRADERS,SAKHI TRADING & CO,4,0
1682,11201403.08,1400175.385,11,301307.8532, JAI DEV TRADERS,SHAM TRADERS,8,0
1683,1546741.63,1546741.63,11,, MANYA IMPEX,AWAMI TRADERS,1,0
1684,1297267.17,1297267.17,11,, MANYA IMPEX,GHANSHAM DASS BROKER,1,0
1685,10759686.53,1793281.088,11,568495.4563, MANYA IMPEX,HARI OM TRADERS,6,0
1686,1276722.22,1276722.22,11,, MANYA IMPEX,M S LAL TRADERS,1,0
1687,8781500.86,1463583.477,11,128828.0572, MANYA IMPEX,M/S NEW RAJA COMMISSION SHOP,6,0
1688,1546741.63,1546741.63,11,, MANYA IMPEX,RAJESH KUMAR BROKER,1,0
1689,34119300.6,3411930.06,11,963699.6848,KHUSHI IMPEX,BOBY TRADING COMPANY,10,0
1690,3301867.8,1650933.9,11,778257.704,KHUSHI IMPEX,GHANSHAM DASS BROKER,2,0
1691,41571249.35,1539675.902,11,478154.6209,KHUSHI IMPEX,M S NEW FRIENDS TRADERS SUKKUR,27,0
1692,69123711.35,1645802.651,11,455271.9893,KHUSHI IMPEX,M/S NEW RAJA COMMISSION SHOP,42,0
1693,5503113,1834371,11,635444.7544,KHUSHI IMPEX,SUHANA TRADERS,3,0
1694,14252936.13,14252936.13,8,,IMLITEX TEXTILE UAB,ARSHAD CORPORATION PVT LTD,1,0
1695,4075280.99,4075280.99,8,,IMLITEX TEXTILE UAB,KAMAL TEXTILE MILLS (PVT) LTD,1,0
1696,4241520.62,4241520.62,8,,IMLITEX TEXTILE UAB,M S FAZAL REHMAN FABRICS LTD.,1,0
1697,4651733.21,2325866.605,8,1158928.76,IMLITEX TEXTILE UAB,M.K.SONS PVT LIMITED,2,0
1698,2655812.54,2655812.54,8,,IMLITEX TEXTILE UAB,QAMAR FABRICS PRIVATE LIMITED,1,1
1699,17638189.89,4409547.473,8,772026.2702,IMLITEX TEXTILE UAB,SHUJABAD WEAVING MILLS LTD.,4,1
1700,4156220.64,1385406.88,8,1036235.528,IMLITEX TEXTILE UAB,ZEPHYR TEXTILES LTD.,3,1
1701,6776900.23,1694225.057,11,294966.855, RAJANDER AND CO,AWAMI TRADERS,4,0
1702,3301867.8,3301867.8,11,, RAJANDER AND CO,ESHWAR TRADERS,1,0
1703,6051956.81,1512989.203,11,190231.9676, RAJANDER AND CO,M/S NEW RAJA COMMISSION SHOP,4,0
1704,10885891.27,1555127.324,11,305978.9064, RAJANDER AND CO,NIRANKAR TRADING COMPANY,7,0
1705,15875170.74,1221166.98,11,317919.942, RAJANDER AND CO,RAJ KUMAR & COMPANY,13,0
1706,1546741.63,1546741.63,11,, RAJANDER AND CO,RAJA COMMISSION SHOP,1,0
1707,1297267.17,1297267.17,11,, RAJANDER AND CO,SUHANA TRADERS,1,0
1708,1496846.74,1496846.74,11,, DEWAN DAS MAHESH KUMAR,AIJAZ COMMISSION SHOP,1,0
1709,4340855.54,1446951.847,11,132009.4763, DEWAN DAS MAHESH KUMAR,ANMOL COMMISSION SHOP,3,0
1710,1384268.77,1384268.77,11,, DEWAN DAS MAHESH KUMAR,BHAWANI TRADING COMPANY,1,0
1711,5987386.95,1995795.65,11,864204.8625, DEWAN DAS MAHESH KUMAR,HARI OM TRADERS,3,0
1712,7134969.45,1426993.89,11,120162.8128, DEWAN DAS MAHESH KUMAR,M/S ANMOOL COMMISION SHOP,5,0
1713,2844008.8,1422004.4,11,176405.0824, DEWAN DAS MAHESH KUMAR,MALIK SIKANDER TRADERS,2,0
1714,9773528.69,1396218.384,11,142175.2679, DEWAN DAS MAHESH KUMAR,SAKHI TRADING & CO,7,0
1715,1546741.63,1546741.63,11,, SHRI TOPAN DASS OVERSEAS,J M D TRADERS,1,0
1716,1546741.63,1546741.63,11,, SHRI TOPAN DASS OVERSEAS,JAI RAM DASS COMMISSION AGENT,1,0
1717,6017994.74,1504498.685,11,234531.8835, SHRI TOPAN DASS OVERSEAS,M/S NEW RAJA COMMISSION SHOP,4,0
1718,13920569.83,1740071.229,11,349506.6572, SHRI TOPAN DASS OVERSEAS,NIRANKAR TRADING COMPANY,8,0
1719,8983596.13,1283370.876,11,342010.1806, SHRI TOPAN DASS OVERSEAS,RAJ KUMAR & COMPANY,7,0
1720,2136675.34,2136675.34,11,, SHRI TOPAN DASS OVERSEAS,SAIN JEWAN GHOT TRADERS,1,0
1721,1640661.42,1640661.42,11,, SHRI TOPAN DASS OVERSEAS,SAKHI LAL TRADERS,1,0
1722,25433.82,25433.82,6,,COST OF SAMPLE,ENNOBLE INTERNATIONAL PVT LTD,1,0
1723,32861.45,32861.45,6,,COST OF SAMPLE,LIZMANN SURGICAL,1,0
1724,13240.28,13240.28,6,,COST OF SAMPLE,PAK ANSARI IMPEX,1,0
1725,92742.65,92742.65,6,,COST OF SAMPLE,PRIME STAR INSTRUMENTS,1,0
1726,91559.93,91559.93,6,,COST OF SAMPLE,SCIMITAR INTERNATIONAL,1,0
1727,33266763.58,1584131.599,21,1094996.9,PRIMARK LTD,AYESHA FABRICS,21,0
1728,616869079.1,4437907.044,21,3244694.406,PRIMARK LTD,GOHAR TEXTILE MILLS PVT LTD,139,0
1729,582248925.3,4158920.895,21,4298182.732,PRIMARK LTD,GUL AHMED TEXTILE MILLS LTD.,140,0
1730,87750961.89,1020360.022,21,1480176.105,PRIMARK LTD,KLASH PVT LTD,86,1
1731,10644592.86,2661148.215,21,1209723.05,PRIMARK LTD,NISHAT MILLS LTD,4,1
1732,2606628100,3605294.744,21,3061079.825,PRIMARK LTD,SADAQAT LIMITED,723,1
1733,144073269.8,16008141.09,21,10486425.1,PRIMARK LTD,SOORTY ENTERPRISES PRIVATE LIMITED,9,0
