Community_ID,Drawee,Exporter,Frequency,Linkage,Amount,Average,Deviation
10,ASIAN FRESH COMMODITY PVT LTD,KATH TRADERS,3,0,4145273.85,1381757.95,773041.4368
10,ALHARAMALA TOP FOR TRADING EST,DURRANI ASSOCIATES,7,0,30686343.41,4383763.344,8243499.816
10,ALHARAMALA TOP FOR TRADING EST,MUHAMMAD DIN MUHAMMAD SHARIF & CO,8,0,33763687.35,4220460.919,3090576.929
10,VETALYUX LLC,AUSVET INTERNATIONAL,1,0,1637391,1637391,
10,VETALYUX LLC,SHAHEEN ENTERPRISES,3,0,2944532.33,981510.7767,9743.49016
10,AL JAMILA VEGETABLE & FRUIT TRA,ANCHOR TRADING COMPANY,14,0,10197209.7,728372.1214,405077.0392
10,AL JAMILA VEGETABLE & FRUIT TRA,MUHAMMAD DIN MUHAMMAD SHARIF & CO,1,0,1867913.78,1867913.78,
10,MX FRUIT & VEGETABLE,ANCHOR TRADING COMPANY,1,0,746159.23,746159.23,
10,MX FRUIT & VEGETABLE,LUCKY GLOBAL COMMODITIES,1,0,577564.81,577564.81,
10,FRUIT DAY LLC 192241 STPETERBURG,MUHAMMAD DIN MUHAMMAD SHARIF & CO,2,0,11773910.26,5886955.13,598609.8865
10,FRUIT DAY LLC 192241 STPETERBURG,PAK KINNO PROCESSING FACTORY,5,0,7811275.81,1562255.162,582218.1271
10,MUBARAKIEH GENERAL TRADING & CO EST,ABDUL MALIK and company,5,0,72068453.39,14413690.68,7776270.452
10,MUBARAKIEH GENERAL TRADING & CO EST,SOUVENIR TRADING COMPANY,5,0,24008038.01,4801607.602,3562385.363
10,NAUFIL ENTERPRISES LTD,ABDULLAH ENTERPRISES,19,0,16079655.21,846297.6426,318464.6734
10,NAUFIL ENTERPRISES LTD,AL ABBAS ENTERPRISES,3,0,1930306.89,643435.63,522472.0595
10,FOODIMPORTS CO LTD,MUHAMMAD DIN MUHAMMAD SHARIF & CO,4,0,19485736.97,4871434.243,1181314.492
10,FOODIMPORTS CO LTD,PAK KINNO PROCESSING FACTORY,3,0,3120658.15,1040219.383,4656.513109
10,GOLDEN FRUITS CO,M S AL RAFIQUE ENTERPRISES,9,0,13333256.64,1481472.96,138888.09
10,GOLDEN FRUITS CO,PAK KINNO PROCESSING FACTORY,1,0,1037729.88,1037729.88,
10,GOLD FRUIT INTERNATIONAL LLC,AISHA ENTERPRISES,8,0,11693853.09,1461731.636,1435000.286
10,GOLD FRUIT INTERNATIONAL LLC,DURRANI ASSOCIATES,3,0,2582794.37,860931.4567,372794.2568
10,MOHAMMAD SAAD AL HARMALA,MUHAMMAD DIN MUHAMMAD SHARIF & CO,2,0,6753850.04,3376925.02,4443273.355
10,MOHAMMAD SAAD AL HARMALA,SAEED KHAN ENTERPRISES,10,0,49249806.86,4924980.686,1420134.113
10,FADHEL AL SAMAHIJI TRADING EST,ANCHOR TRADING COMPANY,1,0,466978.45,466978.45,
10,FADHEL AL SAMAHIJI TRADING EST,SOUVENIR TRADING COMPANY,4,0,35226946.22,8806736.555,9042394.945
10,KWEK GLOBAL LTD,DURRANI ASSOCIATES,12,0,11931273.08,994272.7567,273229.1983
10,KWEK GLOBAL LTD,MEHER ENTERPRISES,1,0,754712.64,754712.64,
10,LIBRAL TRADERS P LTD,SHAHEEN ENTERPRISES,11,0,10073526.98,915775.18,128232.4176
10,LIBRAL TRADERS P LTD,TOWNE BROTHERS LTD,1,1,13941.22,13941.22,
10,KARAMAT & KHAMAS TRADING,ADNAN ENTERPRISES,3,0,5012240.56,1670746.853,895960.3624
10,KARAMAT & KHAMAS TRADING,ANCHOR TRADING COMPANY,2,0,889538.91,444769.455,26961.0694
10,JAWAD Y ALI AHMED EST,ABDUL MALIK and company,2,0,15702215.76,7851107.88,3728225.001
10,JAWAD Y ALI AHMED EST,SOUVENIR TRADING COMPANY,1,0,4575445.38,4575445.38,
10,KIENTERPRISES,NOOR TRADERS IMPORTER AND EXPORTER,6,0,4311626.14,718604.3567,413015.9776
10,MDS FRUITS LLC,CH MUHAMMAD YAQOOB   CO,39,0,218779431.3,5609729.007,4162125.55
10,MDS FRUITS LLC,MUHAMMAD DIN MUHAMMAD SHARIF & CO,18,0,109940721.9,6107817.886,3398428.437
10,SIMPLIFIED CHOICES SDN BHD,MUHAMMAD DIN MUHAMMAD SHARIF & CO,1,0,3999002.15,3999002.15,
10,SIMPLIFIED CHOICES SDN BHD,NOOR TRADERS IMPORTER AND EXPORTER,6,0,3384466.91,564077.8183,127641.7412
10,SOUVENIR INTERNATIONAL COMPANY,ABDUL MALIK and company,13,0,117117775,9009059.612,4427667.203
10,SOUVENIR INTERNATIONAL COMPANY,SOUVENIR TRADING COMPANY,10,0,102326560.3,10232656.03,6321204.468
10,CHIN HEONG PG SDN BHD,ADNAN ENTERPRISES,4,0,5109194.93,1277298.733,1066589.008
10,CHIN HEONG PG SDN BHD,LUCKY GLOBAL COMMODITIES,3,0,2402019.72,800673.24,442828.6307
10,THUA HENG IMPORT EXPORT SDN BHD,ADNAN ENTERPRISES,2,0,1444016.86,722008.43,0
10,THUA HENG IMPORT EXPORT SDN BHD,LUCKY GLOBAL COMMODITIES,8,0,9277803.03,1159725.379,522109.9994
10,TECHNO FRESH AGRO PRODUCE SDN BHD,LUCKY GLOBAL COMMODITIES,4,0,2568643.5,642160.875,93178.30058
10,TECHNO FRESH AGRO PRODUCE SDN BHD,NOOR TRADERS IMPORTER AND EXPORTER,1,0,1802505.36,1802505.36,
10,TALAL AL-AKHZAMI INTERNATIONAL LLC,DURRANI ASSOCIATES,2,0,3603962.5,1801981.25,947399.0461
10,TALAL AL-AKHZAMI INTERNATIONAL LLC,KATH TRADERS,1,0,7782974.1,7782974.1,
10,ROMANO TRADING SRL,AL ABBAS ENTERPRISES,1,0,796773.39,796773.39,
10,ROMANO TRADING SRL,M S SOUTH ASIAN TEXTILE INDUSTRIES,2,1,3691745.86,1845872.93,1102335.645
10,AL-SADAQA FOOD STUFF TRADING CO LLC,ABDUL MALIK and company,2,0,8086955.58,4043477.79,2027176.019
10,AL-SADAQA FOOD STUFF TRADING CO LLC,KATH TRADERS,4,0,31041016.42,7760254.105,1265908.244
10,AL-SADAQA FOOD STUFF TRADING CO LLC,SOUVENIR TRADING COMPANY,2,0,7477944.41,3738972.205,2183568.757
10,GULZAR TRADING,FRUITI FRESH ( PVT) LTD,3,0,2127346.26,709115.42,0
10,GULZAR TRADING,PAK KINNO PROCESSING FACTORY,5,0,4634354.88,926870.976,15094.54558
10,GULZAR TRADING,SHAHEEN ENTERPRISES,24,0,18738885.96,780786.915,62572.16959
10,CHITTAGONG FOOD,A B TRADE,3,0,2201245.2,733748.4,254177.9018
10,CHITTAGONG FOOD,BILAL ASLAM RICE MILLS,5,0,3897671.5,779534.3,565500.2758
10,MIX FRUITS & VEGETABLE,ANCHOR TRADING COMPANY,6,0,3505116.1,584186.0167,105805.9887
10,MIX FRUITS & VEGETABLE,LUCKY GLOBAL COMMODITIES,4,0,2325458.32,581364.58,7599.54
10,HAROON UMAR FOOD STUFF TRADING LLC,HMZ FOOD INDUSTRIES,7,0,3228492.96,461213.28,230924.0615
10,HAROON UMAR FOOD STUFF TRADING LLC,NOOR TRADERS IMPORTER AND EXPORTER,10,0,12558481.23,1255848.123,1282235.662
10,SALEEM BASHA FRUITS & VEGETABLE,A B TRADE,13,0,17169712.56,1320747.12,401890.5502
10,SALEEM BASHA FRUITS & VEGETABLE,ABDUL MALIK and company,1,0,6594301.69,6594301.69,
10,SALEEM BASHA FRUITS & VEGETABLE,SOUVENIR TRADING COMPANY,1,0,10505599.95,10505599.95,
10,MIDCITY MARKETING PVT LTD,ABDUL MALIK and company,2,0,2971681.02,1485840.51,900555.3432
10,MIDCITY MARKETING PVT LTD,CHIRAG COMMODITIES (C.K.C),1,0,1378797.1,1378797.1,
10,MIDCITY MARKETING PVT LTD,NOOR TRADERS IMPORTER AND EXPORTER,4,0,3909332.85,977333.2125,174973.2124
10,INTER FRET IMPORTER,AL ABBAS ENTERPRISES,1,0,535583.76,535583.76,
10,INTER FRET IMPORTER,AL KHALIDI INTERNATIONAL,2,0,1361818.5,680909.25,302641.7731
10,INTER FRET IMPORTER,ANCHOR TRADING COMPANY,1,0,435781.92,435781.92,
10,INTER FRET IMPORTER,K E N EXPORTER   GENERAL ORDER SUPP,13,0,8155736.48,627364.3446,157883.6752
10,HANNAN FOODS PVT LTD,ABDUL MALIK and company,21,0,54247067.42,2583193.687,3483167.964
10,HANNAN FOODS PVT LTD,ANCHOR TRADING COMPANY,1,0,365658.27,365658.27,
10,HANNAN FOODS PVT LTD,HMZ FOOD INDUSTRIES,1,0,545070.24,545070.24,
10,YOUSEF SAAD A ALWANI TRADING EST,GREEN PAKISTAN FOODS,1,0,2188666.66,2188666.66,
10,YOUSEF SAAD A ALWANI TRADING EST,M S M DIN.M SHARIF&CO,1,0,11591799.15,11591799.15,
10,YOUSEF SAAD A ALWANI TRADING EST,MUHAMMAD DIN MUHAMMAD SHARIF & CO,34,0,136036644.1,4001077.769,2195014.35
10,YOUSEF SAAD A ALWANI TRADING EST,PAPU AND CO,2,0,2374900.38,1187450.19,2718.712437
10,LODHI ENTERPRISES,MUHAMMAD AYYAN MUHAMMAD SHAYAN & CO,1,0,456129.45,456129.45,
10,LODHI ENTERPRISES,NOOR TRADERS IMPORTER AND EXPORTER,2,0,774759.69,387379.845,8149.469293
10,LAL & SONS,ADNAN ENTERPRISES,31,0,69324968.12,2236289.294,1448581.586
10,LAL & SONS,KLASH TEXTILE  PVT  LTD,31,0,90752017.1,2927484.423,2687926.08
10,LAL & SONS,M S M DIN.M SHARIF&CO,19,0,165854786.1,8729199.267,3300175.407
10,LAL & SONS,M/S SHAHPUR INDUSTRIES,19,1,12089291.06,636278.4768,164207.1877
11,ANDERSON & CO GERMANY,PHEASANT SURGICAL CORP,1,0,533015.8,533015.8,
11,ANDERSON & CO GERMANY,TOWNE BROTHERS LTD,9,1,6274230.15,697136.6833,414431.2111
11,AMANDA INTERNATIONAL CO LIMITED PUTIAN BUILDING YIWU ZHEJIANG PROVINCE CHINA,M/S P.K. SPORTS,1,0,690614.48,690614.48,
11,AMANDA INTERNATIONAL CO LIMITED PUTIAN BUILDING YIWU ZHEJIANG PROVINCE CHINA,STRATTON SPORTS,1,0,33804.84,33804.84,
11,AIKI BUDO RONIN BV,GHUMAN INDUSTRIES,3,0,1462302.91,487434.3033,506884.2383
11,AIKI BUDO RONIN BV,TABO GUGOO IND PVT LTD,1,0,284851.61,284851.61,
11,VORTEX BASKETBALL AUST PTY LTD,ENNOBLE INTERNATIONAL PRIVATE LIMTD,52,0,17827010.21,342827.1194,191254.8276
11,VORTEX BASKETBALL AUST PTY LTD,TABO GUGOO IND PVT LTD,1,0,195799.12,195799.12,
11,VORTEX AUST PTY LTD,ENNOBLE INTERNATIONAL PRIVATE LIMTD,2,0,310690.03,155345.015,14230.99773
11,VORTEX AUST PTY LTD,HILBRO INTT PVT LTD,1,1,78615.9,78615.9,
11,MUWASAH MEDICAL SUPPLY,BURAQ SURGICAL CORPORATIPN,7,1,7273303.02,1039043.289,498665.3923
11,MUWASAH MEDICAL SUPPLY,PHEASANT SURGICAL CORP,1,0,4192.85,4192.85,
11,MIRRACO GMBH,ASTRA SPORTS ARTICLES PVT LTD,1,1,2777564.81,2777564.81,
11,MIRRACO GMBH,ENNOBLE INTERNATIONAL PRIVATE LIMTD,1,0,410946.27,410946.27,
11,GIULIA MEDICAL SA SWITZERLAND,PHEASANT SURGICAL CORP,1,0,12494.69,12494.69,
11,KOALA AUSTRALIA,M/S P.K. SPORTS,1,0,320752.87,320752.87,
11,KOALA AUSTRALIA,S.G.MANUFACTURERS,4,1,4161852.37,1040463.093,547470.2133
11,PROACT MEDICAL LTD UK,HAYMED,2,0,477387.82,238693.91,202917.7825
11,PROACT MEDICAL LTD UK,HILBRO INSTRUMENT  PVT  LTD.,7,1,46962127.55,6708875.364,6351833.614
11,BAN SPORTS USA,FIRST AMERICAN CORP. PVT LTD,1,1,408488.22,408488.22,
11,BAN SPORTS USA,TABO GUGOO IND PVT LTD,1,0,563329.22,563329.22,
11,SUPER SPRO BOXING GEAR AMSTERDA,PRODUCING PEAK,2,0,191188.63,95594.315,22899.30663
11,SUPER SPRO BOXING GEAR AMSTERDA,TABO GUGOO IND PVT LTD,1,0,587004.64,587004.64,
11,S & S SPORTS OUTFITERS USA,ENNOBLE INTERNATIONAL PRIVATE LIMTD,1,0,150732.89,150732.89,
11,S & S SPORTS OUTFITERS USA,LASER SPORTS  PVT LTD,2,1,272459.65,136229.825,117310.8605
11,BARCELONA SPAIN,HAYMED,1,0,31204.43,31204.43,
11,BARCELONA SPAIN,PHEASANT SURGICAL CORP,1,0,148971.89,148971.89,
11,BARCELONA SPAIN,WELL PRODUCT INDUSTRIES,1,1,1340410.49,1340410.49,
11,MARTIAL ARTS GROUP,GREEN HILL,1,1,136057.92,136057.92,
11,MARTIAL ARTS GROUP,M/S P.K. SPORTS,1,0,1368064.74,1368064.74,
11,MARTIAL ARTS GROUP,MARTIAL SPORTS,1,0,687674.24,687674.24,
11,MARTIAL SPORT NOORDERLAAN,AMIGO COMMERCIAL WAYS,1,1,432024.77,432024.77,
11,MARTIAL SPORT NOORDERLAAN,ENNOBLE INTERNATIONAL PRIVATE LIMTD,10,0,35113953.17,3511395.317,2847458.138
11,MARTIAL SPORT NOORDERLAAN,M/S P.K. SPORTS,1,0,3523282.97,3523282.97,
11,MARTIAL SPORT NOORDERLAAN,TABO GUGOO IND PVT LTD,3,0,3012456.43,1004152.143,211798.1539
11,SPAIN,ENNOBLE INTERNATIONAL PRIVATE LIMTD,1,0,65238.62,65238.62,
11,SPAIN,GOLDEN BEE INDUSTRIES,1,0,23540.78,23540.78,
11,SPAIN,HAYMED,1,0,106034.48,106034.48,
11,SPAIN,M.A.ARAIN   BROTHERS PVT LTD,1,1,223856.15,223856.15,
11,SPAIN,PRODUCING PEAK,2,0,210946.9,105473.45,111078.0749
11,SPAIN,SCIMITAR INTERNATIONAL,1,1,128643.95,128643.95,
12,UPS SUPPLY CHAIN SOLUTION INC,SUSKAN TRADING CORP,2,0,5031417.6,2515708.8,0
12,UPS SUPPLY CHAIN SOLUTION INC,WELL PRODUCTS INDUSTRIES,1,1,10719277.97,10719277.97,
12,TUTTLINGEN GERMANY WARNISH SURGICAL,PRIME STAR INSTRUMENTS,1,0,97029.97,97029.97,
12,TUTTLINGEN GERMANY WARNISH SURGICAL,TOWNE BROTHERS LTD,2,0,5229115.68,2614557.84,672014.4151
12,WORLD COMMERCIAL,QURESHI MANUFACTURING CORP,3,0,2368120.55,789373.5167,777691.0875
12,GEODIS WILSON SNC,MASOOD TEXTILE MILLS LIMITED,1,1,365092.24,365092.24,
12,GEODIS WILSON SNC,SUSKAN TRADING CORP,3,0,752732.61,250910.87,131357.0317
12,EJENDALS AB SWEDEN,MUNIR TANNERS PVT LTD,7,0,84564023.63,12080574.8,5350262.242
12,EJENDALS AB SWEDEN,TOWNE BROTHERS LTD,1,0,15076883.44,15076883.44,
12,PAUL HOELZER GMBH,PIK PAK INDUSTRIES,7,0,1221439.53,174491.3614,74493.1577
12,PAUL HOELZER GMBH,SANAUALLAH SPORTS,1,0,39833.06,39833.06,
12,EAK CHANG DISPENSARY LTD,ALPHADENT INTERNATIONAL,2,0,960916.9,480458.45,252985.6378
12,EAK CHANG DISPENSARY LTD,QURESHI MANUFACTURING CORP,1,0,320752.87,320752.87,
12,PREMIUM PLUS UK LIMITED,METRO MEDICAL,2,0,1067446.69,533723.345,213279.6757
12,PREMIUM PLUS UK LIMITED,TOWNE BROTHERS LTD,4,0,617868.56,154467.14,53249.76149
12,EGYPTIAN COMPANY,PRIME STAR INSTRUMENTS,1,0,223269.16,223269.16,
12,EGYPTIAN COMPANY,TETRAPAK PAKISTAN LTD,4,0,23534955.82,5883738.955,6081533.514
12,OTTO LEIBINGER GMBH,SUSKAN TRADING CORP,2,0,206469.89,103234.945,42201.73783
12,OTTO LEIBINGER GMBH,TOWNE BROTHERS LTD,5,0,3927482.65,785496.53,440704.9595
12,EURO TOOL INC,BON HOLDING SURGICAL CORP.,1,0,69181.99,69181.99,
12,EURO TOOL INC,PIK PAK INDUSTRIES,19,0,18376966.63,967208.77,609672.5401
12,GREECE,AFFIX INDUSTRIES,1,0,105024.63,105024.63,
12,GREECE,ZOMEX INSTRUMENTS CO PVT.LTD,1,0,25995.66,25995.66,
12,KREI SSPARKASSE,PRIME STAR INSTRUMENTS,7,0,10157215.74,1451030.82,438390.498
12,KREI SSPARKASSE,SUSKAN TRADING CORP,1,0,543412.69,543412.69,
12,KREISSPARKASSE WEILBURG LANH DE,ASIA TEXTILES,1,0,61634.87,61634.87,
12,KREISSPARKASSE WEILBURG LANH DE,PRIME STAR INSTRUMENTS,1,0,1015664.46,1015664.46,
12,KREISSPOARKASSE TUTTLINGEN GERM,PRIME STAR INSTRUMENTS,6,0,4152582.94,692097.1567,487218.6409
12,KREISSPOARKASSE TUTTLINGEN GERM,SUSKAN TRADING CORP,1,0,229040.09,229040.09,
12,KERHAWE SA SWITZERLAND,AEROLITE IND.,1,0,637077.05,637077.05,
12,KERHAWE SA SWITZERLAND,TOWNE BROTHERS LTD,6,0,1085947.62,180991.27,75833.38553
12,HAMBURG,Z.K.P.BROTHERS,1,0,811719.2,811719.2,
12,MEDICAL DENTAL PACIFIC PARIS,FORTUNE CLIPPER ENTERPRISES,5,0,2882028.41,576405.682,296896.62
12,MEDICAL DENTAL PACIFIC PARIS,N S.T. ZONE SIALKOT,3,0,1625076.6,541692.2,250529.0528
12,HORSELEY DENTAL SUPPLIES LTD,METRO MEDICAL,6,0,1252613.34,208768.89,101270.9967
12,HORSELEY DENTAL SUPPLIES LTD,TOWNE BROTHERS LTD,2,0,324736.08,162368.04,68190.196
12,HON YIT CO LTD,QURESHI MANUFACTURING CORP,3,0,1108903.47,369634.49,155681.5921
12,HON YIT CO LTD,TOWNE BROTHERS LTD,1,0,72221.81,72221.81,
12,SONG YOUNG INTERNATIONAL CO,GARFIELD INDUSTARIES,5,0,851625.08,170325.016,113826.7188
12,SONG YOUNG INTERNATIONAL CO,N D SURGICAL INDUSTRIES,4,0,1578193.23,394548.3075,257816.4173
12,SHANGAHIAI DENTAL MATERIAL LTD,AMIGO COMMERCIAL WAYS,2,0,953941.05,476970.525,143847.9699
12,SHANGAHIAI DENTAL MATERIAL LTD,QURESHI MANUFACTURING CORP,1,0,1359740.61,1359740.61,
12,TETRA PAK (Multiple),BURAQ SURGICAL CORPORATIPN,3,1,3993687.72,1331229.24,221864.6619
12,TETRA PAK (Multiple),TETRAPAK PAKISTAN LTD,1110,0,8996823493,8105246.39,9342375.334
12,SURGICAL INSTRUMENT,HILBRO PVT LTD,1,1,85366.39,85366.39,
12,SURGICAL INSTRUMENT,PRIME STAR INSTRUMENTS,1,0,209183.28,209183.28,
12,RADA INSTRUMENT GMBH,TOWNE BROTHERS LTD,1,0,2462244.08,2462244.08,
12,RADA INSTRUMENT GMBH,ZOMEX INSTRUMENTS CO PVT.LTD,9,0,25744181.2,2860464.578,1785436.028
12,DENT MATE CO LTD,LIZMANN SURGICAL,13,0,15977539.13,1229041.472,904870.8174
12,DENT MATE CO LTD,QURESHI MANUFACTURING CORP,2,0,520751.72,260375.86,0
12,DENTAL PACIFIC FRANCE,FORTUNE CLIPPER ENTERPRISES,9,0,5754811.07,639423.4522,530115.7041
12,DENTAL PACIFIC FRANCE,TOWNE BROTHERS LTD,1,0,28500.27,28500.27,
12,PT GLOBEL DENTAL,N D SURGICAL INDUSTRIES,4,0,11915053.06,2978763.265,949281.6477
12,PT GLOBEL DENTAL,ZOMEX INSTRUMENTS CO PVT.LTD,1,0,178824.97,178824.97,
12,A HENNISS MEDIZINTECHNIK,M S PROFESSIONAL HOSPITAL FURNISHER,2,1,633894.68,316947.34,86156.09639
12,A HENNISS MEDIZINTECHNIK,REX CORPORATION,1,0,94813.9,94813.9,
12,A HENNISS MEDIZINTECHNIK,TOWNE BROTHERS LTD,1,0,434404.75,434404.75,
12,PREMIERE DENTAL SDN BHD,GARFIELD INDUSTARIES,7,0,977274.24,139610.6057,111376.8617
12,PREMIERE DENTAL SDN BHD,METRO MEDICAL,1,0,68815.12,68815.12,
12,PREMIERE DENTAL SDN BHD,PRIME STAR INSTRUMENTS,1,0,86058.21,86058.21,
12,TAIWAN,AMIGO COMMERCIAL WAYS,1,0,52410.6,52410.6,
12,TAIWAN,LIFE INSTRUMENTS,1,0,153038.95,153038.95,
12,TAIWAN,N D SURGICAL INDUSTRIES,1,0,501160.64,501160.64,
12,KSA,AERO LITE INDUSTRIES,1,0,19040561.34,19040561.34,
12,KSA,TOWNE BROTHERS LTD,1,0,147797.89,147797.89,
12,REDA INSTRUMENTS GMBH GERMANY (Multiple),NADEEM SURGICAL CORP PRIVATE LIMITD,3,0,682892.3,227630.7667,37644.65498
12,REDA INSTRUMENTS GMBH GERMANY (Multiple),TOWNE BROTHERS LTD,12,0,22237668.04,1853139.003,1356279.186
12,REDA INSTRUMENTS GMBH GERMANY (Multiple),ZOMEX INSTRUMENTS CO PVT.LTD,21,0,43643002.48,2078238.213,1274124.161
12,MEE NUM PORNPHEN LTD,ALPHADENT INTERNATIONAL,1,0,31435.88,31435.88,
12,MEE NUM PORNPHEN LTD,AMIGO COMMERCIAL WAYS,1,0,204904.48,204904.48,
12,MEE NUM PORNPHEN LTD,GARFIELD INDUSTARIES,1,0,920324.89,920324.89,
12,ROMANIA,AMIGO COMMERCIAL WAYS,1,0,107488.9,107488.9,
12,ROMANIA,INEXCO,1,0,440249.04,440249.04,
12,ROMANIA,Z.K.P.BROTHERS,1,0,546163.98,546163.98,
12,SHANGHAI DENTAL MATERIALS LIMITED,ALPHADENT INTERNATIONAL,3,0,1626479.11,542159.7033,201913.2374
12,SHANGHAI DENTAL MATERIALS LIMITED,N D SURGICAL INDUSTRIES,9,0,15160882.38,1684542.487,888848.4559
12,SHANGHAI DENTAL MATERIALS LIMITED,QURESHI MANUFACTURING CORP,4,0,6777109.86,1694277.465,381864.2098
12,DRIVE DENTAL CORPORATION CO LT,ALPHADENT INTERNATIONAL,3,0,1989974.92,663324.9733,388109.07
12,DRIVE DENTAL CORPORATION CO LT,AMIGO COMMERCIAL WAYS,6,0,1920282.46,320047.0767,196443.9471
12,DRIVE DENTAL CORPORATION CO LT,N D SURGICAL INDUSTRIES,5,0,2958085.72,591617.144,168771.1439
12,DRIVE DENTAL CORPORATION CO LT,QURESHI MANUFACTURING CORP,1,0,950937.93,950937.93,
12,PAT & TOM LTD,ALPHADENT INTERNATIONAL,4,0,775718.82,193929.705,32986.06437
12,PAT & TOM LTD,AMIGO COMMERCIAL WAYS,1,0,342330.32,342330.32,
12,PAT & TOM LTD,PIK PAK INDUSTRIES,1,0,172292.01,172292.01,
12,PAT & TOM LTD,QURESHI MANUFACTURING CORP,2,0,600939.94,300469.97,318789.1787
12,SINGAPORE,FIDA HUSSIAN INDUSTRIES,2,1,1066555.71,533277.855,535515.4201
12,SINGAPORE,GARFIELD INDUSTARIES,1,0,4009888.88,4009888.88,
12,SINGAPORE,HILBRO INTT PVT LTD,3,1,978348.67,326116.2233,271117.794
12,SINGAPORE,M S ELMED INSTRUMENTS PVT  LTD,1,1,2769999.79,2769999.79,
12,SINGAPORE,N D SURGICAL INDUSTRIES,1,0,448372.68,448372.68,
12,SINGAPORE,NADIR & COMPANY,2,1,61053.1,30526.55,37619.49497
12,SINGAPORE,REVENUE SPORTS,1,0,111226.19,111226.19,
12,THAILAND,ALPHADENT INTERNATIONAL,1,0,188782.98,188782.98,
12,THAILAND,AMIGO COMMERCIAL WAYS,1,0,524420.46,524420.46,
12,THAILAND,EXPORT CLUB1,3,1,1442392.13,480797.3767,200287.2066
12,THAILAND,GARFIELD INDUSTARIES,1,0,310826.3,310826.3,
12,THAILAND,HILBRO PVT LTD,1,1,55764.88,55764.88,
12,THAILAND,MEDENTA  INSTRUMENTS CO,1,0,301465.77,301465.77,
12,THAILAND,N D SURGICAL INDUSTRIES,2,0,2734664.56,1367332.28,154039.4363
12,THAILAND,R K Z SURGICAL PVT LTD,1,1,89449.17,89449.17,
12,THAILAND,SHEIKHAN INTIL PVT LTD,1,1,1039302.2,1039302.2,
12,THAILAND,TOWNE BROTHERS LTD,1,0,31760.82,31760.82,
13,AL TAYEB INTERNATIONAL GENERAL,AL SHAHEER CORPORATION LIMITED,13,0,14631205.14,1125477.318,765317.2805
13,AL TAYEB INTERNATIONAL GENERAL,THE ORGANIC MEAT COMPANY PVT LTD,9,0,35963126.47,3995902.941,4465081.151
13,AL AMIN WHOLESALERS LTD UK,AKHLAQ ENTERPRISES (PVT) LTD,4,0,18660396.85,4665099.212,818487.6986
13,AL AMIN WHOLESALERS LTD UK,AYESHA ENTERPRISES,10,0,1731871.79,173187.179,27585.41955
13,WORLDWIDE CURRENCIES,PAINT PARTNER INTERNATIONAL,1,0,96404.06,96404.06,
13,WORLDWIDE CURRENCIES,REHBAR MAJEED TEXTILES PVT LTD,1,0,539703.39,539703.39,
13,UHOUD AL SHAMEKH EPIC TRADING,AL SHAHEER CORPORATION,4,0,3593270.74,898317.685,354741.9493
13,UHOUD AL SHAMEKH EPIC TRADING,AL SHAHEER CORPORATION LIMITED,2,0,1144647.51,572323.755,26683.11987
13,AL SULTAN FRESH MEAT CO LLC,P.K LIVESTOCK AND MEAT CO.PVT LTD.,14,0,14491384.14,1035098.867,1150440.276
13,AL SULTAN FRESH MEAT CO LLC,THE ORGANIC MEAT COMPANY PVT LTD,3,0,2014453.82,671484.6067,32644.35478
13,AL TAJ AL MALAKI GENERAL TRAD,FAUJI MEAT LIMITED,1,0,5262024.24,5262024.24,
13,AL TAJ AL MALAKI GENERAL TRAD,THE ORGANIC MEAT COMPANY PVT LTD,1,0,3765544.38,3765544.38,
13,TRUNG THANH COMPANY,AL-NOOR INTERNATIONAL,1,0,4938650.84,4938650.84,
13,TRUNG THANH COMPANY,SON OF THE SEA,1,0,5576487.84,5576487.84,
13,TRIPLE O DENTAL,MUNTAZIR SURGICAL INTERNATIONAL,1,0,14080.26,14080.26,
13,TRIPLE O DENTAL,REHBAR MAJEED TEXTILES PVT LTD,1,0,767732.48,767732.48,
13,WADI AL LAHOOM DAMMAM KSA,M/S KATCO,7,0,7564212.24,1080601.749,81904.96353
13,WADI AL LAHOOM DAMMAM KSA,THE ORGANIC MEAT COMPANY PVT LTD,7,0,18311215.42,2615887.917,2520791.619
13,MING LEE INTERNATIONAL TRADING CO,FAUJI MEAT LIMITED,3,0,30311880.15,10103960.05,47009.27999
13,MING LEE INTERNATIONAL TRADING CO,PAINT PARTNER INTERNATIONAL,1,0,69006.57,69006.57,
13,PERFECT INTERNATIONAL FISH,AL-NOOR INTERNATIONAL,1,0,7033502.52,7033502.52,
13,PERFECT INTERNATIONAL FISH,SEAGREEN ENTERPRISES PVT LTD,15,0,193402428.4,12893495.23,4698293.058
13,ELEGANT FOOD FOR TRADING EST,AL SHAHEER CORPORATION,39,0,42639622.7,1093323.659,688814.2184
13,ELEGANT FOOD FOR TRADING EST,AL SHAHEER CORPORATION LIMITED,25,0,20348625.14,813945.0056,458125.1677
13,EAST WEST HYPER MARKETS CO LTD,AL ASAD RICE MILLS,1,0,7043984.64,7043984.64,
13,EAST WEST HYPER MARKETS CO LTD,AL SHAHEER CORPORATION LIMITED,1,0,714461.3,714461.3,
13,FADUL AL DEHLAWI EST,P.K LIVESTOCK AND MEAT CO.PVT LTD.,1,0,1977451.94,1977451.94,
13,FADUL AL DEHLAWI EST,THE ORGANIC MEAT COMPANY PVT LTD,1,0,912992.65,912992.65,
