Community_ID,Drawee,Exporter,Frequency,Linkage,Amount,Average,Deviation
3,FRANCE,DR ARIFS INTERNATIONAL,2,0,196164.9,98082.45,35683.04063
3,FRANCE,HAND GUARD INTERNATIONAL,2,0,11022536.76,5511268.38,5374195.286
3,FRANCE,HILBRO INTT PVT LTD,1,1,733264.9,733264.9,
3,FRANCE,LIMTON  PVT  LTD.,1,0,223501.61,223501.61,
3,FRANCE,LUCKY SEVEN INDUSTRIES PVT LTD,2,0,541954.01,270977.005,116631.9815
3,FRANCE,M LATIF & CO (PVT) LTD,1,1,299691.59,299691.59,
3,FRANCE,MARTAGON ENTERPRISES,1,0,268620.69,268620.69,
3,FRANCE,N S.T. ZONE SIALKOT,1,1,32764.09,32764.09,
3,FRANCE,PHILIPS   JONES  S  PVT LTD.,5,1,2126187.7,425237.54,360177.5625
3,FRANCE,RAJCO INDUSTRIES,2,0,90096.31,45048.155,51107.35176
3,FRANCE,SRR SURGICAL COMPANY MUSLIM PURA KO,1,0,3175424.14,3175424.14,
3,FRANCE,TOWNE BROTHERS LTD,1,1,605799.11,605799.11,
3,FRANCE,WEEN INTERNATIONAL,1,0,105024.63,105024.63,
3,FRANCE,WELL PRODUCT INDUSTRIES,1,1,1441272.28,1441272.28,
3,UK,ABDULLAH ENTERPRISES,1,1,563210.34,563210.34,
3,UK,AIYMCO SPORTS,3,0,675316.02,225105.34,37395.06907
3,UK,ASPHODEL INTERNATIONAL,1,1,4468638.23,4468638.23,
3,UK,BOAZ TRADING,1,0,18962.78,18962.78,
3,UK,BOLD EYES INDUSTRIES,1,1,29335.21,29335.21,
3,UK,CENTRAL SURGICAL CO PVT LTD,1,0,460781.42,460781.42,
3,UK,DASTAGIR ENTERPRISES,1,0,1520667.92,1520667.92,
3,UK,ENNOBLE INTERNATIONAL PRIVATE LIMTD,8,1,924354.23,115544.2787,92276.7259
3,UK,EURO LEATHER GARMENTS,1,0,2191826.91,2191826.91,
3,UK,GET FIT INTERNATIONAL,1,0,419179.98,419179.98,
3,UK,HENCKEL SURGICAL CO,1,0,367092.5,367092.5,
3,UK,INVENTION SPORTS,1,0,311374.86,311374.86,
3,UK,LEGEND INDUSTRIES,7,0,1360119.45,194302.7786,110768.0973
3,UK,MEDICARE INDUTRIES,1,0,20785.14,20785.14,
3,UK,METECH INSTRUMENTS,1,0,92798.21,92798.21,
3,UK,METRO MEDICAL,1,1,390721.02,390721.02,
3,UK,METROPOTAN CORPRATION,1,0,16226.32,16226.32,
3,UK,MUBARIK IMPEX,1,0,31970.47,31970.47,
3,UK,NAWAB SARBULAND FARMS,2,0,1967018.82,983509.41,452350.1945
3,UK,PARAGON SPORTS,2,0,69294.99,34647.495,38426.36745
3,UK,PHEASANT SURGICAL CORP,6,1,9528718.77,1588119.795,665753.2321
3,UK,PRAISE CORPORATION,7,0,9035212.03,1290744.576,1060682.935
3,UK,PROMMA FIGHT GEAR,1,0,40356.16,40356.16,
3,UK,RED HAWK INTERNATIONAL,1,0,159893.27,159893.27,
3,UK,SCIMITAR INTERNATIONAL,1,1,4112869.42,4112869.42,
3,UK,SPORTS VIEW,1,1,95633,95633,
3,UK,STORM SURGICAL INSTRUMENTS,1,0,85167.23,85167.23,
3,UK,WEEN INTERNATIONAL,1,0,193100.69,193100.69,
3,GERMANY,AL RIAZ   CO PAK LTD,1,0,646529.82,646529.82,
3,GERMANY,ALIBRO ENGINEERING CO,2,0,233593.4,116796.7,92858.88885
3,GERMANY,ALPEN LIFE STYLE AND TRACHTEN,2,0,52736.73,26368.365,26182.68625
3,GERMANY,ANWAR KHAWAJA INDUSTRIES LTD,1,1,10659.55,10659.55,
3,GERMANY,ARAAZ ORTHODONTIC SPECIALIST,1,1,307891.31,307891.31,
3,GERMANY,ASMAT CORPORATION,1,0,116694.03,116694.03,
3,GERMANY,ASTRA SPORTS ARTICLES PVT LTD,1,1,125403.45,125403.45,
3,GERMANY,BARLAS CORPORATION,1,0,1481736.76,1481736.76,
3,GERMANY,BEAM GOLD IMPEX,1,0,28051.45,28051.45,
3,GERMANY,BILLO TRADING CORP,1,0,209824.85,209824.85,
3,GERMANY,CENTRAL SURGICAL CO PVT LTD,1,0,403940.88,403940.88,
3,GERMANY,CONQUEROR MEDICAL  PVT LTD,5,1,5527736.23,1105547.246,929077.5853
3,GERMANY,ENNOBLE INTERNATIONAL PRIVATE LIMTD,1,1,193033.48,193033.48,
3,GERMANY,F.H.A.INDUSTRIES,1,0,15199.07,15199.07,
3,GERMANY,FALCON SURGICAL CO. LTD,8,1,9118910.37,1139863.796,1006268.293
3,GERMANY,FIDA HUSSIAN INDUSTRIES,1,0,85613.03,85613.03,
3,GERMANY,GREEN HILL,1,0,3844946.44,3844946.44,
3,GERMANY,HAFEEZ IMPEX INTERNATIONAL,2,0,421009.72,210504.86,267390.3787
3,GERMANY,HAMZA CORPORATION,1,0,872531.67,872531.67,
3,GERMANY,HQ GLOVES INDUSTRY,2,1,50492.61,25246.305,27769.51872
3,GERMANY,M S ELMED INSTRUMENTS PVT  LTD,1,1,6392,6392,
3,GERMANY,M S IKRA ASSOCIATES,1,0,11111.05,11111.05,
3,GERMANY,M S.BSZ SURGICO,1,0,9986.32,9986.32,
3,GERMANY,M.A.ARAIN   BROTHERS PVT LTD,2,1,56973.62,28486.81,7318.45619
3,GERMANY,MAQ SURGICAL,1,0,21655.72,21655.72,
3,GERMANY,MEDICARE INDUTRIES,1,0,34222.77,34222.77,
3,GERMANY,MEDISPOREX PVT LTD,1,1,136442.25,136442.25,
3,GERMANY,NAJMI MANUFACTURING CO,1,1,20230.49,20230.49,
3,GERMANY,NELSON LUC SURGICAL CO,3,0,630226.99,210075.6633,108110.1232
3,GERMANY,OUTDOOR LEAHERS,4,1,8048611.81,2012152.953,1153417.199
3,GERMANY,P H INDUSTRIES,1,0,157231.8,157231.8,
3,GERMANY,PAK ANSARI IMPEX,1,0,15723.18,15723.18,
3,GERMANY,PEAK GARMENTS PVT LTD,1,1,22119.37,22119.37,
3,GERMANY,PRIME STAR INSTRUMENTS,10,1,14959071.92,1495907.192,767729.6861
3,GERMANY,RAJCO INDUSTRIES,6,0,15876545.98,2646090.997,5173540.544
3,GERMANY,RIZWAN INDUSTRIAL ENTERPRISES,1,0,314613.84,314613.84,
3,GERMANY,S.G.MANUFACTURERS,2,1,5431097.34,2715548.67,3745155.98
3,GERMANY,SACO INTERNATIONAL,1,1,740973.44,740973.44,
3,GERMANY,SESIL PRIVATE LIMITED,1,0,274044.55,274044.55,
3,GERMANY,SHARP LOOK INTERNATIONAL,1,0,246852.76,246852.76,
3,GERMANY,SILVER STATE,1,1,529835.79,529835.79,
3,GERMANY,SIMON SPORTS IND,1,1,252828.73,252828.73,
3,GERMANY,SRR SURGICAL COMPANY MUSLIM PURA KO,1,0,467842.08,467842.08,
3,GERMANY,TIGER LEATHER COMPANY,1,0,25807.33,25807.33,
3,GERMANY,TOWNE BROTHERS LTD,8,1,10194282.37,1274285.296,1188451.731
3,GERMANY,WILLS & CO,3,0,148055.55,49351.85,8936.983323
3,COST OF SAMPLE,A & S INDUSTRIES,1,1,123164.91,123164.91,
3,COST OF SAMPLE,A AND S INDUSTRIES,2,1,193814.4,96907.2,55367.4792
3,COST OF SAMPLE,A-ONE SURGICO(PRIVATE)LIMITED,1,1,68133.78,68133.78,
3,COST OF SAMPLE,ACME SURGICAL IND. PVT. LTD.,1,1,204401.34,204401.34,
3,COST OF SAMPLE,AKHLAQ ENTERPRISES (PVT) LTD,1,1,340249.62,340249.62,
3,COST OF SAMPLE,ALAAY INDUSTRIES,1,0,48385.47,48385.47,
3,COST OF SAMPLE,ALPEN LIFE STYLE AND TRACHTEN,1,0,5610.29,5610.29,
3,COST OF SAMPLE,ALPHADENT INTERNATIONAL,1,1,13385.67,13385.67,
3,COST OF SAMPLE,ANWAR KHAWAJA IND PVT LTD,1,1,45597.22,45597.22,
3,COST OF SAMPLE,APP TECHNOLOGIES,2,1,1410683.71,705341.855,76936.33613
3,COST OF SAMPLE,ARTIFOL ENTERPRISES,1,1,36163.31,36163.31,
3,COST OF SAMPLE,AURIGA INTERNATIONAL,1,1,2087.03,2087.03,
3,COST OF SAMPLE,BADGES POINT,1,0,213191.02,213191.02,
3,COST OF SAMPLE,BARLAS CORPORATION,2,0,157383.79,78691.895,46061.73476
3,COST OF SAMPLE,BEACON MEDICAL SURGICAL INTL,2,1,172410.17,86205.085,25556.68462
3,COST OF SAMPLE,BEAM GOLD IMPEX,1,0,29173.51,29173.51,
3,COST OF SAMPLE,BERG INTERNATIONAL,2,0,70492.26,35246.13,26497.82253
3,COST OF SAMPLE,BEST BROW INDS,3,1,261633.72,87211.24,80589.23541
3,COST OF SAMPLE,BLAZON SURGICAL CO,3,0,320433.17,106811.0567,33417.42709
3,COST OF SAMPLE,BOAZ TRADING,1,0,14474.55,14474.55,
3,COST OF SAMPLE,BRUIT ENTERPRISES,1,1,93290.87,93290.87,
3,COST OF SAMPLE,BURNISH IMPEX,3,0,308412.23,102804.0767,28224.56833
3,COST OF SAMPLE,COMET SPORTS PVT LTD,3,1,160498.79,53499.59667,42256.14373
3,COST OF SAMPLE,CREDIBLE SURGICAL PVT LTD,3,0,79611.7,26537.23333,12090.88355
3,COST OF SAMPLE,DARLEYS SURGICAL CO.,1,1,7232.66,7232.66,
3,COST OF SAMPLE,DENTREX SURGICAL CO,1,0,97220.83,97220.83,
3,COST OF SAMPLE,DEWAL SURGICAL CO,1,0,33752.43,33752.43,
3,COST OF SAMPLE,DIDDEN SPORTS PVT LTD,1,1,53639.08,53639.08,
3,COST OF SAMPLE,DR ARIFS INTERNATIONAL,2,0,358946.35,179473.175,34037.49708
3,COST OF SAMPLE,ENDO TECH SURGICAL CO,1,1,165040.98,165040.98,
3,COST OF SAMPLE,ENNOBLE INTERNATIONAL PRIVATE LIMTD,7,1,573567.53,81938.21857,30939.81473
3,COST OF SAMPLE,FIDA HUSSIAN INDUSTRIES,1,0,19653.98,19653.98,
3,COST OF SAMPLE,FIRST AMERICAN CORP. PVT LTD,3,1,115201.65,38400.55,16335.03466
3,COST OF SAMPLE,GLOBAL IT RACKS,8,0,2493004.97,311625.6213,130776.034
3,COST OF SAMPLE,GOLDEN BADGES COMPANY,2,0,291200.89,145600.445,13865.77708
3,COST OF SAMPLE,GOOD MARK INTERNATIONAL,1,0,24737.8,24737.8,
3,COST OF SAMPLE,GREEN HILL,1,0,45639.15,45639.15,
3,COST OF SAMPLE,HANSA LEATHER PRIVATE LIMITED,1,1,35412.15,35412.15,
3,COST OF SAMPLE,HILBRO INTT PVT LTD,2,1,47169.54,23584.77,5929.585335
3,COST OF SAMPLE,HOUSE OF STEEL,2,0,161359.8,80679.9,38724.19375
3,COST OF SAMPLE,ICT INNOVATIONS,1,1,314463.6,314463.6,
3,COST OF SAMPLE,IRONWILL GROUP,1,1,9014.62,9014.62,
3,COST OF SAMPLE,JANJUA EMBROIDERY MANUFACTUR,1,1,19916.03,19916.03,
3,COST OF SAMPLE,K.M.ASHRAF & SONS PVT LTD,1,0,1037.73,1037.73,
3,COST OF SAMPLE,KARAM INDUSTRIES,1,0,20197.04,20197.04,
3,COST OF SAMPLE,KARAMA ENTERPRISES,1,1,33909.66,33909.66,
3,COST OF SAMPLE,KERRISON SURGICAL CO,1,0,26929.39,26929.39,
3,COST OF SAMPLE,KICKER SPORTS,1,1,6704.89,6704.89,
3,COST OF SAMPLE,LASER SPORTS  PVT LTD,3,1,61737.59,20579.19667,6885.910386
3,COST OF SAMPLE,LEATHERWARE PVT LTD,3,0,774081.49,258027.1633,205694.9584
3,COST OF SAMPLE,LILO SPORTS,2,0,50717.74,25358.87,23432.96719
3,COST OF SAMPLE,LISTER SURGICAL CO C/O MIAN ZUBAIR,1,0,39570,39570,
3,COST OF SAMPLE,LYCAN MANUFACTURING CO,1,1,45073.12,45073.12,
3,COST OF SAMPLE,M MURID INDUSTRY,2,1,144496.02,72248.01,1741.816134
3,COST OF SAMPLE,M S HALIFAX AND COMPANY PVT LTD.,2,0,230606.64,115303.32,7411.978133
3,COST OF SAMPLE,M S IKRA ASSOCIATES,1,0,10948.57,10948.57,
3,COST OF SAMPLE,M S LAUDABLE INTERNATIONAL.,1,1,32599.39,32599.39,
3,COST OF SAMPLE,M S RIDAN INTERNATIONAL,1,1,52254.24,52254.24,
3,COST OF SAMPLE,M.A.ARAIN   BROTHERS PVT LTD,1,1,27266.01,27266.01,
3,COST OF SAMPLE,M.S.G.MED,1,0,35211.3,35211.3,
3,COST OF SAMPLE,MADRIGAL SPROTS  PVT  LTD.,3,1,141871.06,47290.35333,34108.26836
3,COST OF SAMPLE,MAQ SURGICAL,1,0,13464.7,13464.7,
3,COST OF SAMPLE,MARTAGON ENTERPRISES,2,0,596734.77,298367.385,142232.0895
3,COST OF SAMPLE,MEDICARE INDUTRIES,6,0,304546.74,50757.79,25331.92134
3,COST OF SAMPLE,MEDISPOREX PVT LTD,1,1,61739.69,61739.69,
3,COST OF SAMPLE,METROPOTAN CORPRATION,2,0,161424.64,80712.32,0
3,COST OF SAMPLE,MIDLAND SPORTS PRO,1,1,29926.45,29926.45,
3,COST OF SAMPLE,MLG INSTRUMENTS CO,2,1,145701.47,72850.735,26683.11987
3,COST OF SAMPLE,MUBARIK IMPEX,2,0,33490.37,16745.185,15972.81387
3,COST OF SAMPLE,MUKHTAR & SONS,2,1,124317.95,62158.975,22977.1308
3,COST OF SAMPLE,MULTAN FABRICS PVT LIMITED,3,0,243676.79,81225.59667,42537.61988
3,COST OF SAMPLE,MUNIR TANNERS PVT LTD,2,1,60435.05,30217.525,26253.49593
3,COST OF SAMPLE,N D SURGICAL INDUSTRIES,1,1,6184.45,6184.45,
3,COST OF SAMPLE,NAJMI MANUFACTURING CO,7,1,1499612.97,214230.4243,115477.4076
3,COST OF SAMPLE,NAZIR ALAM & SONS,2,0,124527.58,62263.79,12452.12213
3,COST OF SAMPLE,NELSON LUC SURGICAL CO,1,0,73753.74,73753.74,
3,COST OF SAMPLE,NEW FRANKFURT GARMENTS,2,0,203516.69,101758.345,78451.31241
3,COST OF SAMPLE,NICE EMBROIDERY WORKS,1,1,312765.5,312765.5,
3,COST OF SAMPLE,P H INDUSTRIES,1,0,84381.07,84381.07,
3,COST OF SAMPLE,PAK ANSARI IMPEX,4,0,239790.02,59947.505,35159.67531
3,COST OF SAMPLE,PARAGON SPORTS,5,0,323794.64,64758.928,55969.7471
3,COST OF SAMPLE,PRIME STAR INSTRUMENTS,1,1,118489.32,118489.32,
3,COST OF SAMPLE,PRODUCING PEAK,3,1,268647.01,89549.00333,67854.95616
3,COST OF SAMPLE,PROMMA FIGHT GEAR,1,0,60062.55,60062.55,
3,COST OF SAMPLE,RAHEEL BROTHER CO,1,1,74527.87,74527.87,
3,COST OF SAMPLE,RAJCO INDUSTRIES,2,0,114314.4,57157.2,20859.84803
3,COST OF SAMPLE,RED HAWK INTERNATIONAL,2,0,90606.19,45303.095,1229.793043
3,COST OF SAMPLE,REVENUE SPORTS,2,1,127881.86,63940.93,72637.38853
3,COST OF SAMPLE,REX CORPORATION,1,1,23060.66,23060.66,
3,COST OF SAMPLE,RINK INTERNATIONAL,1,0,188678.16,188678.16,
3,COST OF SAMPLE,RISTEK INSTRUMENT,1,1,15461.13,15461.13,
3,COST OF SAMPLE,RUMSIZ INDUSTRIES,1,0,97757.22,97757.22,
3,COST OF SAMPLE,S.G.MANUFACTURERS,3,1,180502.11,60167.37,27864.10593
3,COST OF SAMPLE,S.R.MANAWARA   CO,1,1,116718.41,116718.41,
3,COST OF SAMPLE,SACRAL ENTERPRISES,1,0,51718.78,51718.78,
3,COST OF SAMPLE,SAVIOUR INDUSTRIES,1,1,11530.33,11530.33,
3,COST OF SAMPLE,SEVEN HILLS DENTAL CORPORATION,3,0,200485.16,66828.38667,52712.33001
3,COST OF SAMPLE,SHARP LOOK INTERNATIONAL,1,0,75682.81,75682.81,
3,COST OF SAMPLE,SIMON SPORTS IND,3,1,275521.47,91840.49,81800.8643
3,COST OF SAMPLE,SKY IMPEX,2,1,144653.26,72326.63,42989.476
3,COST OF SAMPLE,STORM SURGICAL INSTRUMENTS,1,0,263111.69,263111.69,
3,COST OF SAMPLE,STYLE PAK IMPEX,1,1,63102.36,63102.36,
3,COST OF SAMPLE,SWIFTLY RISE INDUSTRIES,1,1,28563.78,28563.78,
3,COST OF SAMPLE,TOPCON TRADERS,1,0,117154.08,117154.08,
3,COST OF SAMPLE,TOWNE BROTHERS LTD,2,1,43920.08,21960.04,5855.466402
3,COST OF SAMPLE,UKPAK DENTAL,1,1,18029.25,18029.25,
3,COST OF SAMPLE,UNIPORT CORP,1,1,75450.3,75450.3,
3,COST OF SAMPLE,VIP WEARS,1,1,423146.41,423146.41,
3,COST OF SAMPLE,VISION TECHNOLOGIES CORPORATION(PVT,2,1,120446.89,60223.445,18164.53376
3,COST OF SAMPLE,WATTCO SURGICAL,1,0,66037.36,66037.36,
3,COST OF SAMPLE,WELL PRODUCT INDUSTRIES,1,1,5241.06,5241.06,
3,COST OF SAMPLE,WILLS & CO,2,0,325399.06,162699.53,122058.9341
4,TOP STAR COMPANY LTD,QAISONS INDUSTRY,1,0,680293.67,680293.67,
4,GALA AS ZAPADINI 75,QAISONS INDUSTRY,7,0,7616020.14,1088002.877,476940.3416
4,GALA AS ZAPADINI 75,Z.R.SPORTS COMPANY,13,0,14099965.82,1084612.755,956146.3035
5,ZUBAIR SONIJA TRADING CO LLC,N R TEXTILE MILLS PVT LTD,1,0,2809732.27,2809732.27,
5,ZUBAIR SONIJA TRADING CO LLC,Z I S TEXTILES PVT LTD,1,0,2773988.24,2773988.24,
5,ZEE TAQ LTD,ATTAULLAH KNITWEARS,10,0,16547998.13,1654799.813,1812906.017
5,ZEE TAQ LTD,M/S BRIGHT WAY ENTERPRISES,2,0,1821422.24,910711.12,569952.4325
5,ABDUL KAREEM,CHAMPION INTERNATIONAL,1,0,4716325.07,4716325.07,
5,ABDUL KAREEM,M S AAMIR HOSIERY,1,0,5756675.48,5756675.48,
5,MUSTAFA TAHIR SALEH,AAMER HOSIERY,1,0,5180682.99,5180682.99,
5,MUSTAFA TAHIR SALEH,M S AAMIR HOSIERY,1,0,6289272,6289272,
5,EM CR SRL UNIPERSONALE,BHARARA TEXTILES,1,0,12145272.49,12145272.49,
5,EM CR SRL UNIPERSONALE,Z I S TEXTILES PVT LTD,11,0,45576386.38,4143307.853,2108714.72
5,F G IMPORTERS,M/S BRIGHT WAY ENTERPRISES,1,0,224694.11,224694.11,
5,F G IMPORTERS,RAYAN TEXTILES,1,0,1309651.78,1309651.78,
5,ON TIME INTERNATIONAL GENERAL,HUSSAIN LEATHER INDUSTRIES PVT LTD,1,0,1888878.02,1888878.02,
5,ON TIME INTERNATIONAL GENERAL,TOWNE BROTHERS LTD,3,1,1493026.01,497675.3367,512775.1075
5,INTERACTIVE CARGO,A I TEXTILES,1,0,1067993.86,1067993.86,
5,LEFEBVRE TEXTILE,GULFRAZ FABRICS,1,0,492807.87,492807.87,
5,LEFEBVRE TEXTILE,M/S HAROON CORPORATION,2,0,258286.53,129143.265,6117.230262
5,BTEX INTERNATIONAL LLC,A I TEXTILES,3,0,20685816.02,6895272.007,1979479.261
5,BTEX INTERNATIONAL LLC,M/S HAROON CORPORATION,1,0,1655248.34,1655248.34,
5,SHAHID UMER GENERAL TRADING LLC POBOX NO27094MUHAMMAD SHAREEF BUILDING OFFICE NO101FAKREE MARKETDEIRA DUBAI UAE,N R TEXTILE MILLS PVT LTD,2,0,10160580.97,5080290.485,1872821.574
5,SHAHID UMER GENERAL TRADING LLC POBOX NO27094MUHAMMAD SHAREEF BUILDING OFFICE NO101FAKREE MARKETDEIRA DUBAI UAE,RAMAY TEXTILE  PVT LTD,3,0,11361045.76,3787015.253,1137373.337
5,CYPRUS ENGINEERING STORES,KAMRAN TEXTILES PVT LTD,1,0,3079227.57,3079227.57,
5,CYPRUS ENGINEERING STORES,NAZIR ALAM & SONS,3,1,1901370.62,633790.2067,83789.21837
5,S&A CASUALS LTD,ATTAULLAH KNITWEARS,9,0,6154963.74,683884.86,287010.6679
5,S&A CASUALS LTD,M/S BRIGHT WAY ENTERPRISES,1,0,614837.95,614837.95,
5,DEIRA PEARL TRADING,AAMER HOSIERY,1,0,5012759.43,5012759.43,
5,DEIRA PEARL TRADING,GULFRAZ FABRICS,1,0,2703663.69,2703663.69,
5,IMPERIAL ARTS GENERAL,THE CRESCENT TEXTILE MILLS LTD,1,0,4530602.87,4530602.87,
5,IMPERIAL ARTS GENERAL,Z I S TEXTILES PVT LTD,9,0,24051748.44,2672416.493,968341.1867
5,MOUMIN GENERAL TRADING,ADIL ENTERPRISES,3,0,9121681.29,3040560.43,578919.5209
5,MOUMIN GENERAL TRADING,ISMAIL HAMEED   SONS,3,0,9262755.94,3087585.313,612943.1525
5,MOUMIN GENERAL TRADING,MOUMIN EXPORTS (PRIVATE) LIMITED.,3,0,10782311.15,3594103.717,1323021.748
5,FABTEX FZC,GULFRAZ FABRICS,1,0,7180587.63,7180587.63,
5,FABTEX FZC,HAYTEX INTERNATIONAL,1,0,5726432.47,5726432.47,
5,FABTEX FZC,LEGACY TEXTILES,1,0,5756570.66,5756570.66,
5,NAJIA ZAFAR TRADING LLC,KAUSAR PROCESSING IND PVT LTD,1,0,8991000.69,8991000.69,
5,NAJIA ZAFAR TRADING LLC,M/S SHAKEEL AND SONS,2,0,1397528.65,698764.325,632427.0349
5,NAJIA ZAFAR TRADING LLC,Z I S TEXTILES PVT LTD,7,0,33582878.11,4797554.016,2082958.786
5,MY SIGMA GENERAL,GHANI CARGO INTERNATIONAL,2,0,1886781.6,943390.8,0
5,MY SIGMA GENERAL,Z I S TEXTILES PVT LTD,1,0,5961705.75,5961705.75,
5,ABDUL RAHMAN ABDULLAH MOUMIN,ADIL ENTERPRISES,1,0,2082482.78,2082482.78,
5,ABDUL RAHMAN ABDULLAH MOUMIN,CHAMPION INTERNATIONAL,1,0,5823249.52,5823249.52,
5,ABDUL RAHMAN ABDULLAH MOUMIN,ISMAIL HAMEED   SONS,3,0,18126363.24,6042121.08,155503.7324
5,ABDUL RAHMAN ABDULLAH MOUMIN,MOUMIN EXPORTS (PRIVATE) LIMITED.,1,0,2524618.6,2524618.6,
5,BMA INTERNATIONAL FZE,GULFRAZ FABRICS,1,0,2919605.85,2919605.85,
5,BMA INTERNATIONAL FZE,KAMRAN TEXTILES PVT LTD,1,0,2113195.39,2113195.39,
5,BMA INTERNATIONAL FZE,KAUSAR PROCESSING IND PVT LTD,1,0,8862632.46,8862632.46,
5,BMA INTERNATIONAL FZE,N R TEXTILE MILLS PVT LTD,1,0,1349572.95,1349572.95,
5,BMA INTERNATIONAL FZE,Z I S TEXTILES PVT LTD,1,0,2665079.01,2665079.01,
5,REDEFINE GENERAL,CHATTAN METAL WORKS,1,0,4752383.57,4752383.57,
5,REDEFINE GENERAL,G TEX INTERNATIONAL,1,0,5831989.52,5831989.52,
5,REDEFINE GENERAL,HUSSAIN LEATHER INDUSTRIES PVT LTD,1,0,3660985.23,3660985.23,
5,REDEFINE GENERAL,M/S BRIGHT WAY ENTERPRISES,1,0,1710419.93,1710419.93,
5,REDEFINE GENERAL,THE CRESCENT TEXTILE MILLS LTD,7,0,91806684.71,13115240.67,6835580.359
6,ALBERT KEMPF GMBH,REHMAN UNIFORM EQUIPMENT TRADE,3,0,1214584.21,404861.4033,317858.2259
7,VISION SUPPORT SERVICES LTD,ASHAR INTERNATIONAL PVT LTD,7,0,8720003.68,1245714.811,925658.2504
7,VISION SUPPORT SERVICES LTD,HUSSAIN HOME TEXTILE,7,0,9274611.22,1324944.46,936619.6058
8,TOP SKIN TRADING,MSA APPARELS & GLOVES,4,0,630029.96,157507.49,33865.4394
8,TOP SKIN TRADING,PAK WEAR INTERNATIONAL,2,0,36691.3,18345.65,595.0586406
8,WEAVE HUB LLC,ANWARTEX INDUSTRIES (PVT) LTD.,1,0,1455991.63,1455991.63,
8,WEAVE HUB LLC,ZEPHYR TEXTILES LTD.,1,0,644222.71,644222.71,
8,TOPSKIN GROUP BV NETHERLAND,PAK WEAR INTERNATIONAL,1,0,30856.6,30856.6,
8,TOPSKIN GROUP BV NETHERLAND,W N FUEQAN IND,25,0,17355464.65,694218.586,534127.3585
8,GINZA GENERAL TRADING LLC AL SOUQ BUR DUBAI UAE,CRYSTAL MOVING SYSTEM,1,0,471695.4,471695.4,
8,GINZA GENERAL TRADING LLC AL SOUQ BUR DUBAI UAE,N R TEXTILE MILLS PVT LTD,1,1,2868956.24,2868956.24,
8,MONSIEUR LUSSIANA,M A B SHOWROOM,2,0,849397.91,424698.955,314985.6866
8,MONSIEUR LUSSIANA,MSA APPARELS & GLOVES,1,0,647427.47,647427.47,
8,IMPORTADORA Y COMERCIALIZADORA,M.A.ARAIN   BROTHERS PVT LTD,1,1,128014.99,128014.99,
8,IMPORTADORA Y COMERCIALIZADORA,PAK TEXTILES TRADER,1,0,210753.5,210753.5,
8,HR S A DEMMER,MSA APPARELS & GLOVES,2,0,118152.71,59076.355,11345.83236
8,HR S A DEMMER,ZEPHYR TEXTILES LTD.,1,0,4662239.1,4662239.1,
8,BAYDON HILL LTD,BEAU ELITE PRODUCTS,1,0,2117300.19,2117300.19,
8,BAYDON HILL LTD,STANDARD TEXTILES,1,0,1809711.81,1809711.81,
8,COMPASS GLOBAL HOLDING PTY LTD,M A B SHOWROOM,3,0,303981.48,101327.16,14432.75385
8,COMPASS GLOBAL HOLDING PTY LTD,TNA BROTHERS,14,0,1603921.59,114565.8279,45891.39175
8,MANCHESTER GARMENTS UK LTD,CRYSTAL MOVING SYSTEM,1,0,262053,262053,
8,MANCHESTER GARMENTS UK LTD,M.S INTERNATIONAL,1,0,680760.38,680760.38,
8,MANCHESTER GARMENTS UK LTD,STANDARD TEXTILES,1,0,586543.34,586543.34,
8,GJC INTERNATIONAL FLORIDA INC,CRYSTAL MOVING SYSTEM,1,0,83856.96,83856.96,
8,GJC INTERNATIONAL FLORIDA INC,K. Z. HOSIERY,9,0,20895869.33,2321763.259,1064900.241
8,GJC INTERNATIONAL FLORIDA INC,W N FUEQAN IND,1,0,4006869.12,4006869.12,
8,COMERCIALIZADORA DEL,ARTIFOL ENTERPRISES,1,1,42199.97,42199.97,
8,COMERCIALIZADORA DEL,HILBRO INTT PVT LTD,4,1,495176.4,123794.1,137483.6686
8,COMERCIALIZADORA DEL,M A B SHOWROOM,1,0,45597.22,45597.22,
8,COMERCIALIZADORA DEL,PAK TEXTILES TRADER,2,0,5808237.03,2904118.515,463923.1213
9,TONGXIANG NEW DULING CHEMICAL F,VARYA ENTERPRISES,1,0,5788922.68,5788922.68,
10,AL WAHA AL GHANNA FOOD STUFF,ABDUL MALIK and company,1,0,880498.08,880498.08,
10,AL WAHA AL GHANNA FOOD STUFF,SOUVENIR TRADING COMPANY,2,0,11383582.32,5691791.16,5647927.338
10,AHMAD FARHAN FRUITS AND VEGETAB,AISHA ENTERPRISES,10,0,19427168.13,1942716.813,859947.6335
10,AL SUNDUS FOOD STUFF AND VEGETA,ADNAN ENTERPRISES,2,0,1298105.75,649052.875,458949.6857
10,AL SUNDUS FOOD STUFF AND VEGETA,DURRANI ASSOCIATES,4,0,3396206.88,849051.72,0
10,ALI ABDULLAH AL SUDAIRY,AL ABBAS ENTERPRISES,1,0,675205.76,675205.76,
10,ALI ABDULLAH AL SUDAIRY,MUHAMMAD DIN MUHAMMAD SHARIF & CO,1,0,3735827.57,3735827.57,
10,ASIAN FRESH COMMODITY PVT LTD,ABDUL MALIK and company,1,0,2122629.3,2122629.3,
