Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
7045813,7045813,1,,PAMIR HAVLU PAZARLAMA SANAYI VE TIC,MAHMOOD TEXTILE MILLS LTD,1,0
4649696.2,4649696.2,1,,PAMIR HAVLU PAZARLAMA SANAYI VE TIC,MASOOD SPINNING MILLS LTD,1,0
20647743.9,20647743.9,6,,PANAYIR TEKSTIL SANVE TICLTDSTI,HUSSAIN MILLS LIMITED,1,0
35639822,17819911,6,8400386.134,PANAYIR TEKSTIL SANVE TICLTDSTI,RELIANCE WEAVING MILLS LTD,2,0
14384327,4794775.667,3,2307395.909,PASSION APPARELS AND WEARS LTD,ARTISTIC MILLINERS PVT LTD,3,0
9320173,4660086.5,3,1542743.655,PASSION APPARELS AND WEARS LTD,M S RANA TEXTILE MILLS LIMITEDDF,2,0
1333128.8,1333128.8,3,,PEARL PRINCE APPARELS LTD,DENIM INTERNATIONAL,1,0
100557217,100557217,3,,PEARL PRINCE APPARELS LTD,RAJWANI DENIM MILLS PVT LTD,1,0
28600780.99,14300390.5,0,521627.1358,CALZIFICIO PEZZINI SRL,GUL AHMED TEXTILE MILLS LTD,2,0
3429199,3429199,0,,CALZIFICIO PEZZINI SRL,SAPPHIRE TEXTILE MILLS LIMITED,1,1
42481560.77,7080260.128,8,9140759.158,CALZATURIFICIO DEI COLLI - SRL,EASTERN LEATER COMPANY PVT LTD,6,0
3887491.58,3887491.58,8,,CALZATURIFICIO DEI COLLI - SRL,MUHAMMAD ASHRAF AND SONS,1,1
6819400,2273133.333,2,1327146.96,MUHAMMAD ASHRAF AND SONS,MOHAMMAD NAEEM & SONS,3,0
8361148.32,8361148.32,12,,CALEFFI SPA,SHAHTAJ TEXTILE LIMITED,1,1
141666192,14166619.2,12,11580609.96,CALEFFI SPA,ZEPHYR TEXTILES LIMITED,10,0
8076440,8076440,17,,XIAMEN C AND D ENERGY RESOURCES,HASSAN ALI RICE EXPORT CO,1,0
314318492.5,104772830.8,17,60951255.13,XIAMEN C AND D ENERGY RESOURCES,UNITED ENTERPRISES,3,0
35963934.88,2115525.581,12,1322526.484,PEP A DIVISION OF PEPKOR RETAIL LTD,ARTISTIC TOWEL MILLS,17,0
63329004.93,7036556.103,12,5484549.628,PEP A DIVISION OF PEPKOR RETAIL LTD,KAMRAN TEXTILE PVT LTD,9,1
73330247,18332561.75,2,19074027.46,PEPE JEANS EUROPE BV,MASOOD TEXTILE MILLS LIMITED,4,0
540559418,60062157.55,2,47294333.4,PEPE JEANS EUROPE BV,MUHAMMAD ASHRAF AND SONS,9,0
137999310,137999310,17,,PETER CREMER S GMBH,HABIB SUGAR MILLS LIMITED,1,0
389464053,389464053,17,,PETER CREMER S GMBH,HASSAN ALI RICE EXPORT CO,1,0
2116789,2116789,48,,PHT SUPON SA,BEAUTY LEATHER INDUSTRIES,1,0
1651096,1651096,48,,PHT SUPON SA,ELITE LEATHER CREATIONS,1,0
2335161.51,2335161.51,49,,BUSINESS ACCESS GROUP WORLDWIDE,VOLKA FOOD INTERNATIONAL,1,0
1949209.78,1949209.78,1,,BUSATTI SRL,INDUS DYEING & MFG CO LTD,1,0
2841336,2841336,1,,BUSATTI SRL,SAPPHIRE TEXTILE MILLS LIMITED,1,0
48005190,16001730,6,6906365.373,OSAKA SUGIMOTO AND COLTD,DIAMOND FABRICS LIMITED,3,0
444718740.2,19335597.4,6,15968841.57,OSAKA SUGIMOTO AND COLTD,RELIANCE WEAVING MILLS LTD,23,0
11827475.39,5913737.695,6,7224268.499,TEXPRO INTERNATIONAL LIMITED,DIAMOND FABRICS LIMITED,2,0
17918807,5972935.667,1,469163.6708,TEXTEIS J F ALMEIDA SA,INDUS LYALLPUR LIMITED,3,0
11147389.24,5573694.62,1,769942.2414,TEXTEIS J F ALMEIDA SA,MASOOD SPINNING MILLS LTD,2,0
4497735.5,2248867.75,4,0,ORIENT ENERGY SYSTEMS FZCO,PAKISTAN CABLES LTD,2,0
45451091.03,22725545.52,3,6468439.529,NORWEST INDUSTRIES LTD,AYESHA FABRICS,2,0
20258896.42,10129448.21,3,8297288.848,NORWEST INDUSTRIES LTD,COTTON WEB LIMITED,2,0
6918458,6918458,6,,NOSDIL SA,BEST EXPORTS PVT LTD,1,0
6837991,6837991,6,,NOSDIL SA,COLONY TEXTILE MILLS LIMITED,1,0
122731115.7,6459532.405,1,554819.2947,CHITTAGONG DENIM MILLS LTD,NISHAT CHUNIAN LIMITED,19,0
38353592.44,5479084.634,1,447227.6049,CHITTAGONG DENIM MILLS LTD,SAPPHIRE TEXTILE MILLS LIMITED,7,0
20263485,20263485,0,,WILLIAM SONOMA INC,AL-KARAM TEXTILE MILLS PRIVATE,1,0
453378681,453378681,0,,WILLIAM SONOMA INC,NISHAT MILLS LIMITED,1,1
15925012,3185002.4,5,2303593.243,NUEVA BELLINFANTE SL,AL RAHIM TEXTILE INDUSTRIES,5,0
9131474,9131474,5,,NUEVA BELLINFANTE SL,RUSTAM TOWEL PVT LTD,1,0
6040000,6040000,42,,WILSON'S PHARMACEUTICALS,M/S ZENITH CHEMICAL INDUSTRIES,1,0
76925100,3344569.565,42,1829379.231,WILSON'S PHARMACEUTICALS,ZENITH CHEMICAL INDUSTRIES PVT LTD,23,0
5376329.43,5376329.43,3,,MIAMI EXPORTS PVT LTD,KOHINOOR MILLS LTD,1,0
3791611.95,3791611.95,3,,MIAMI EXPORTS PVT LTD,M S RANA TEXTILE MILLS LIMITEDDF,1,0
527997,527997,50,,CHINA BANGLA ENTERPRISE,WAHID INDUSTRIES LIMITED,1,0
16631161.5,16631161.5,4,,CHINA ARTS HANGZHOU IMPORT AND,AL MEEZAN METAL INDUSTRIES PVT,1,1
18200139,18200139,4,,CHINA ARTS HANGZHOU IMPORT AND,POPULAR MARBLE INDUSTRIES,1,0
1244722.15,1244722.15,4,,CHINA ARTEX CORPORATION FUJIAN,KARIM GRANITE and MARBLE IND,1,0
5229925,5229925,4,,CHINA ARTEX CORPORATION FUJIAN,SYNDICATE MINIRALS EXPORT CO,1,0
37488713,9372178.25,19,3245710.179,BURTON SAS,MUSTAFA AND CO PRIVATE LIMITED,4,0
9290095,9290095,19,,BURTON SAS,UP 2U IMPEX,1,0
20735896,20735896,17,,OFFICE DU COMMERCE DE LA TUNISIE,GARIBSONS PVT LTD,1,0
126394852.5,31598713.13,17,5287961.207,OFFICE DU COMMERCE DE LA TUNISIE,HASSAN ALI RICE EXPORT CO,4,0
6884966,6884966,1,,CHERRITEX INTERNATIONAL CO LTD,EASTERN SPINNING MILLS LIMITED,1,0
13985930,13985930,1,,CHERRITEX INTERNATIONAL CO LTD,FAISAL SPINNING MILLS LTD,1,0
8213129.66,8213129.66,2,,OKAIDI FRANCE SA,COTTON WEB LIMITED,1,1
54611763,54611763,2,,OKAIDI FRANCE SA,CREATIVE APPARELS PVT LTD,1,0
24819274.33,24819274.33,0,,TEXTILE DE MAISON,GUL AHMED TEXTILE MILLS LTD,1,0
293307008.2,16294833.79,0,13585663.1,TEXTILE DE MAISON,NISHAT MILLS LIMITED,18,1
92910759.04,15485126.51,12,8301031.018,TEXTIL VELUTTI S A,AL BARKA FABRICS PVT LTD,6,0
6014413.75,6014413.75,12,,TEXTIL VELUTTI S A,BHARARA TEXTILES,1,0
27785861,27785861,1,,CHARTKAR TEXTILE HANGZHOU CO LTD,SAPPHIRE TEXTILE MILLS LIMITED,1,0
4691242.72,4691242.72,1,,CHARTKAR TEXTILE HANGZHOU CO LTD,SIARA TEXTILE MILLS PVT LTD,1,0
59418745.56,8488392.223,3,10092492.04,CHARLOTTE RUSSE INC,ARTISTIC FABRIC AND GARMENT,7,0
22511934,11255967,3,9118891.477,CHARLOTTE RUSSE INC,CASUAL SPORTSWEAR,2,0
65378812.31,21792937.44,3,20038030.1,CASUAL SPORTSWEAR,ARTISTIC MILLINERS PVT LTD,3,0
578550077.3,144637519.3,3,70599923.91,CASUAL SPORTSWEAR,AZGARD NINE LIMITED,4,0
20481935.38,4096387.076,3,3564469.074,CASUAL SPORTSWEAR,DIAMOND FABRICS LIMITED,5,1
15874211.85,5291403.95,3,4754563.734,CASUAL SPORTSWEAR,INDIGO TEXTILE PVT LTD,3,0
34179590.61,11393196.87,3,8059929.491,CASUAL SPORTSWEAR,M S RANA TEXTILE MILLS LIMITEDDF,3,0
4297899,4297899,3,,CASUAL SPORTSWEAR,MARFANI DENIM MILLS,1,0
1275030,1275030,3,,CASUAL SPORTSWEAR,MEKOTEX PRIVATE LIMITED,1,0
5473221.11,5473221.11,3,,CASUAL SPORTSWEAR,NAVEENA EXPORTS LIMITED,1,0
4049265,4049265,3,,CASUAL SPORTSWEAR,NISHAT MILLS LIMITED,1,0
22612120.47,22612120.47,3,,CASUAL SPORTSWEAR,RAJBY TEXTILES PVT LIMITED,1,0
4437068.37,4437068.37,3,,CASUAL SPORTSWEAR,RAJWANI DENIM MILLS PVT LTD,1,0
37875992,12625330.67,3,2358923.467,CASUAL SPORTSWEAR,RANTEX PRIVATE LIMITED,3,0
53239174,26619587,3,4007578.594,CASUAL SPORTSWEAR,SIDDIQSONS LIMITED,2,0
28235193.57,28235193.57,3,,CASUAL SPORTSWEAR,SM TRADERS,1,0
1775900,1775900,3,,CASUAL SPORTSWEAR,US DENIM MILLS PVT LTD,1,0
47005363.95,23502681.98,3,3696182.874,CASUAL SPORTSWEAR,YKK PAKISTAN PVT LTD,2,0
66578216,9511173.714,2,10261571.53,WOOLWORTH GMBH,GRACE APPAREL PVT LTD,7,0
10650721.34,10650721.34,2,,WOOLWORTH GMBH,MR INDUSTRIES,1,0
5576421.13,5576421.13,2,,ONE STOP INC,CREATIVE APPARELS PVT LTD,1,0
41116094.02,13705364.67,3,1576016.802,OPEX APPARELS LIMITED,KOHINOOR MILLS LTD,3,0
39500229,19750114.5,3,4061050.716,OPEX APPARELS LIMITED,SARENA INDUSTRIES AND EMBROIDERY,2,0
37195226.6,18597613.3,51,207094.4642,CEYLON N FOREIGN TRADES PLC,ATTOCK CEMENT PAKISTAN LTD,2,0
7614770.8,7614770.8,51,,CEYLON N FOREIGN TRADES PLC,LUCKY CEMENT LIMITED,1,0
1933717.5,1933717.5,4,,OIL AND GAS DEVELOPMENT COMPANY,ORIENT ENERGY SYSTEMS FZCO,1,0
381894011,381894011,4,,OIL AND GAS DEVELOPMENT COMPANY,SIEMENS PAKISTAN ENGINEERING CO LTD,1,0
11069945,5534972.5,3,725488.022,PLAIN SUN 2 SRL,KOHINOOR MILLS LTD,2,0
18820264.31,6273421.437,3,690507.5353,PLAIN SUN 2 SRL,SIDDIQSONS LIMITED,3,0
157723383.9,4928855.748,12,2248223.749,PLODINE DD,ARTISTIC TOWEL MILLS,32,0
12336831.16,4112277.053,12,1273598.053,PLODINE DD,DAWOOD EXPORTS PVT LTD,3,0
42317581.57,21158790.79,2,27218247.27,BUELTEL SERVICES HK LIMITED,ADVANCE FASHION PRIVATE LIMITED,2,0
4469978,4469978,2,,BUELTEL SERVICES HK LIMITED,COTTON WEB LIMITED,1,1
7399428.64,7399428.64,3,,BINNI GARMENTS LTD,KOHINOOR MILLS LTD,1,0
7825406.03,7825406.03,3,,BINNI GARMENTS LTD,SOORTY ENTERPRISES PVT LTD,1,0
27500000,27500000,30,,QURESHI FLOUR MILLS,DIRECTOR FOOD FOOD DEPARTMENT,1,0
26450000,26450000,30,,QURESHI FLOUR MILLS,GOVERNMENT OF SINDH,1,0
28799856,28799856,1,,Queensin Limited,MASOOD FABRICS LIMITED,1,0
34949825,34949825,1,,Queensin Limited,NAGINA COTTON MILLS LTD,1,0
10196446,10196446,0,,R C 18 IMPORT EXPORT GIANNI CACACE,ROMEX INTERNATIONAL,1,0
147333865.9,8185214.773,0,1760705.195,R C 18 IMPORT EXPORT GIANNI CACACE,Z I S TEXTILES PVT LTD,18,0
72710849.53,18177712.38,3,15831983.78,RABAB FASHION IND LTD,KOHINOOR MILLS LTD,4,0
6003776,3001888,3,1748105.142,RABAB FASHION IND LTD,SIDDIQSONS LIMITED,2,0
24307550,24307550,30,,BHITTAI FLOUR MILL,DIRECTOR FOOD FOOD DEPARTMENT,1,0
109999505,109999505,30,,BHITTAI FLOUR MILL,GOVERNMENT OF SINDH,1,0
39990905,13330301.67,17,6459050.49,BHACKER SULEMAN JAFFER CO,M/SKHAWAJA RICE PROCESSORS,3,0
2306527.67,2306527.67,3,,RAIHAN APPARELS LTD,INDIGO TEXTILE PVT LTD,1,0
3525794.46,1175264.82,3,1015823.418,RAIHAN APPARELS LTD,KOHINOOR MILLS LTD,3,0
54295674,13573918.5,1,3972362.81,BERTO E GINDUSTRIA TESSILE SRL,NISHAT MILLS LIMITED,4,1
68003343.83,17000835.96,1,11688524.54,BERTO E GINDUSTRIA TESSILE SRL,SAPPHIRE FIBRES LIMITED,4,0
306126990,13309869.13,4,8484774.949,BERGER PAINTS PAKISTAN LTD,NIMIR INDUSTRIAL CHAMICALS LIMITED,23,0
216310562,9832298.273,4,8103584.505,BERGER PAINTS PAKISTAN LTD,NIMIR RESINS LIMITED,22,0
75572640,12595440,4,978697.7385,NIMIR RESINS LIMITED,NIMIR INDUSTRIAL CHAMICALS LIMITED,6,0
9803951,4901975.5,3,1298241.686,TELATEX SAS,KOHINOOR MILLS LTD,2,0
90775386.08,9077538.608,3,6110131.152,TELATEX SAS,NISHAT CHUNIAN LIMITED,10,1
10554649.17,3518216.39,1,622174.484,BELVEDERE HOSIERY,SAIF TEXTILE MILLS LTD,3,0
4099180,4099180,1,,BELVEDERE HOSIERY,SAPPHIRE TEXTILE MILLS LIMITED,1,0
32819166.38,6563833.276,19,2790179.685,BELFIELD FURNISHINGS LIMITED,JEEA AHSEN TEXTILES PVT LTD,5,0
31744543.77,2645378.648,19,781184.9013,BELFIELD FURNISHINGS LIMITED,ROYAL LEATHER INDUSTRIES LTD,12,0
5124155,5124155,1,,BELFAMA - EMPRESA TEXTIL LDA,MASOOD SPINNING MILLS LTD,1,0
35233917,17616958.5,1,14375474.5,BELFAMA - EMPRESA TEXTIL LDA,ROOMI FABRICS LIMITED,2,0
5487546,5487546,5,,TEKSTIL GRUPA DOO,AL REHMAT TRADERS PVT LTD,1,0
10811946,10811946,5,,TEKSTIL GRUPA DOO,DAWOOD EXPORTS PVT LTD,1,1
68099623,5238432.538,5,2624692.411,AL REHMAT TRADERS PVT LTD,COLONY TEXTILE MILLS LIMITED,13,1
2626500,2626500,5,,AL REHMAT TRADERS PVT LTD,FANZ SPINNING MILLS,1,0
36775778,6129296.333,5,2968333.679,AL REHMAT TRADERS PVT LTD,FAZAL REHMAN FABRICS LTD,6,1
23498700,7832900,5,2555000.769,AL REHMAT TRADERS PVT LTD,HA HAQ SPINNING MILLS PVT LTD,3,0
7701000,7701000,5,,AL REHMAT TRADERS PVT LTD,HABIB HASEEB SPINNING MILLS PVT LTD,1,0
26620500,6655125,5,2750560.257,AL REHMAT TRADERS PVT LTD,HAH TRADERS,4,1
6735400,6735400,5,,AL REHMAT TRADERS PVT LTD,INTERLOOP LIMITED,1,1
5659172,5659172,6,,REBUFF PTY LTD,FAZAL REHMAN FABRICS LTD,1,0
11008145,5504072.5,6,633422.7191,REBUFF PTY LTD,RELIANCE WEAVING MILLS LTD,2,0
7107468.07,7107468.07,6,,TEJIDOS ROYO SL,DIAMOND FABRICS LIMITED,1,0
84750934.62,8475093.462,6,3020264.708,TEJIDOS ROYO SL,SHAHTAJ TEXTILE LIMITED,10,0
5525001.55,5525001.55,3,,REDPOINT JACKETS LIMITED,KOHINOOR MILLS LTD,1,0
17579012.19,17579012.19,3,,REDPOINT JACKETS LIMITED,SAPHIRE FINISHING MILLS LTD,1,0
42397733.58,21198866.79,19,462395.806,REDSKINS,MUSTAFA AND CO PRIVATE LIMITED,2,0
287005970.3,10250213.23,3,13243217.4,REGENCY THREE LIMITED,ARTISTIC MILLINERS PVT LTD,28,0
2114168.27,1057084.135,3,697669.925,REGENCY THREE LIMITED,KOHINOOR MILLS LTD,2,0
7695169.39,3847584.695,5,328191.4715,BEDECK LTD,GOHAR TEXTILE MILLS PVT LTD,2,0
96726455,8793314.091,5,7985784.416,BEDECK LTD,NOOR FATIMA FABRICS PVT LTD,11,0
7457873.05,3728936.525,6,2406733.524,YEHIA SALEH MARAQA AND CO,BEST EXPORTS PVT LTD,2,0
29200158,29200158,3,,NORP KNIT INDUSTRIES LIMITED,KOHINOOR MILLS LTD,1,0
13435175.25,13435175.25,3,,NORP KNIT INDUSTRIES LIMITED,M S RANA TEXTILE MILLS LIMITEDDF,1,0
13807002,6903501,4,295849.2346,QUANZHOU HONSEN CREDIT TRADE,KARIM GRANITE and MARBLE IND,2,0
20396707.5,10198353.75,4,2884530.037,QUANZHOU HONSEN CREDIT TRADE,SYNDICATE MINIRALS EXPORT CO,2,0
33172745.33,5528790.888,4,2753164.815,TESSITURA FRATELLI GRASSI SNC,NISHAT CHUNIAN LIMITED,6,1
39560202,39560202,4,,TESSITURA FRATELLI GRASSI SNC,UNION TEXTILE INDUSTRIES,1,0
22750173.75,22750173.75,17,,XIAMEN GREAT CORPORATION,MIR MINES AND MINERALS,1,0
256454550.5,42742425.08,17,36919061.65,XIAMEN GREAT CORPORATION,UNITED ENTERPRISES,6,0
10145637,10145637,5,,POLSKA PLATFORMA TEKSTYLNA,AL REHMAT TRADERS PVT LTD,1,0
5569229.98,5569229.98,5,,POLSKA PLATFORMA TEKSTYLNA,DIAMOND FABRICS LIMITED,1,1
117106835.6,14638354.45,8,12974768.93,PORTEROMANIA SL,KICKER SPORTS,8,0
8216934,8216934,8,,PORTEROMANIA SL,STRIVE SPORTS,1,0
19891101,9945550.5,6,380138.4842,POSCO DAEWOO CORPORATION,MAHMOOD TEXTILE MILLS LTD,2,1
74784282.8,10683468.97,6,1005516.87,POSCO DAEWOO CORPORATION,RELIANCE WEAVING MILLS LTD,7,0
5387973,5387973,52,,PPANATDA INTER MARINE FOOD,KARIM IMPEX LTD,1,0
3359983,3359983,53,,PRECISE INTERNATIONAL HK LTD,CASSINI DESIGNS,1,0
41817391,41817391,1,,PREMIER 1888 LTD,MAQBOOL TEXTILE MILLS LTD,1,0
3823667,3823667,12,,TEX ITALY SRL UNIPERSONALE,NIAGARA MILLS PVT LTD,1,0
3952301,1976150.5,22,707329.5198,BOW KING TRADING,ALFARID CORPORATION,2,0
1493928.08,1493928.08,1,,BKC SWEATER LIMITED,INDUS DYEING & MFG CO LTD,1,0
1405193,1405193,1,,BKC SWEATER LIMITED,SAPPHIRE TEXTILE MILLS LIMITED,1,0
6171206.9,6171206.9,3,,BOVS APPARELS LTD,SHAFI TEXCEL LIMITED,1,0
1038663.1,1038663.1,3,,BOVS APPARELS LTD,SIDDIQSONS LIMITED,1,0
2596787,2596787,0,,TESSIVAL SRL,MYAHYA M YOUSUF BARI MILLS,1,0
42461528,42461528,0,,TESSIVAL SRL,SALMAN INDUSTRIES,1,0
5023175,5023175,0,,BOTTEGA VERDE SRL,LAKHANY SILK MILLS PVT LTD,1,0
17571556.41,17571556.41,54,,PT BINTANG ASAHI TEXTILE INDUSTRI,ADIL ENTERPRISES,1,0
17398608.02,17398608.02,54,,PT BINTANG ASAHI TEXTILE INDUSTRI,NASEEM EXPORT PVT LTD,1,0
4990603.63,4990603.63,3,,PT MUARA KRAKATAU,KOHINOOR MILLS LTD,1,0
50863902.33,25431951.17,3,18997185.7,PT MUARA KRAKATAU,LIBERTY MILLS LIMITED,2,0
35884117,35884117,1,,BONY TEKSTIL ISLETMELERI SAN VE TIC,MASOOD SPINNING MILLS LTD,1,0
24412630,24412630,1,,BONY TEKSTIL ISLETMELERI SAN VE TIC,NAGINA COTTON MILLS LTD,1,0
999102000,999102000,17,,PUMA ENERGY PAKISTAN PRIVATE,BYCO PETROLEUM PAKISTAN PVT LTD,1,0
1555265760,777632880,17,393687527,PUMA ENERGY PAKISTAN PRIVATE,PAK ARAB REFINERY LTD,2,0
4916129.5,4916129.5,17,,BM BATRA ENTERPRISES,BESTWAY CEMENT LTD,1,0
15062184,15062184,17,,BM BATRA ENTERPRISES,PAKCEM LIMITED,1,0
49538463,24769231.5,2,22707713.92,BLUE TRACK SRL,COTTON WEB LIMITED,2,1
2255989,2255989,2,,BLUE TRACK SRL,JMS TRADING CO,1,0
758339.12,758339.12,6,,PW TRADING LTD,SAIF TEXTILE MILLS LTD,1,1
190165302.9,17287754.81,6,4893780.506,PW TRADING LTD,SHAHTAJ TEXTILE LIMITED,11,0
76613231,9576653.875,6,3013391.685,XINXIANG PARTON SAINT SPECIAL,KOHINOOR MILLS LTD,8,1
230757221.7,7691907.39,6,1990073.788,XINXIANG PARTON SAINT SPECIAL,RELIANCE WEAVING MILLS LTD,30,0
389737631.4,43304181.27,1,18537012.38,BLACK PEONY TEXTILE COLTD,NISHAT CHUNIAN LIMITED,9,0
18004016.81,9002008.405,1,83207.59547,BLACK PEONY TEXTILE COLTD,SAPPHIRE FIBRES LIMITED,2,0
11031065,11031065,2,,PROXIMA SRL,GRACE APPAREL PVT LTD,1,0
185029039.6,26432719.94,3,20998673.05,NOR LANKA MANUFACTURING LIMITED,KOHINOOR MILLS LTD,7,0
72983591.46,24327863.82,3,1432636.379,NOR LANKA MANUFACTURING LIMITED,NISHAT MILLS LIMITED,3,0
53351812,26675906,3,6248500.393,WINDY APPARELS LTD,KOHINOOR MILLS LTD,2,0
69302154.57,17325538.64,3,14428102.72,WINDY APPARELS LTD,SIDDIQSONS LIMITED,4,0
1011990.49,1011990.49,55,,NAWAB &SONS,AMSPORTS INDUSTRIES,1,0
14213346,1184445.5,55,339633.0954,NAWAB &SONS,MEDIEN SPORTS,12,0
65990598.49,16497649.62,0,14483103.95,WELSPUN UK LTD,HIRA TERRY MILLS LIMITED,4,0
13052476.54,4350825.513,0,3051679.346,WELSPUN UK LTD,KOHINOOR MILLS LTD,3,1
91121343.2,9112134.32,3,3339438.832,CONFEZIONE M3 SRL,KOHINOOR MILLS LTD,10,0
1187994,1187994,3,,CONFEZIONE M3 SRL,SHAFI TEXCEL LIMITED,1,0
4228359306,103130714.8,30,158203719.9,THARA INTERNATIONAL SUITE NO701,DIRECTOR FOOD FOOD DEPARTMENT,41,0
983405367,70243240.5,30,29015116.98,THARA INTERNATIONAL SUITE NO701,GOVERNMENT OF SINDH,14,0
12959935,12959935,1,,NANTONG DADONG COLTD,INDUS DYEING & MFG CO LTD,1,0
6539972,6539972,1,,NANTONG DADONG COLTD,MASOOD SPINNING MILLS LTD,1,0
7741804,7741804,5,,NAPOLILLO INDUSTRY SRL,ARSHAD CORPORATION PVT LTD,1,0
2549111,2549111,5,,NAPOLILLO INDUSTRY SRL,M/S HAROON CORPORATION,1,0
33094750,11031583.33,0,8113242.335,WELSPUN USA INC,A I TEXTILES,3,1
60833638.47,15208409.62,0,5120121.77,WELSPUN USA INC,HIRA TERRY MILLS LIMITED,4,0
16559917,16559917,1,,NASSA SPINNING LTD,SAPPHIRE FIBRES LIMITED,1,0
428905518.7,6917830.946,8,7372152.993,CURTIDOS J VAZQUEZ SA,LEATHER COORDINATORS,62,0
31817809.4,2892528.127,8,3120435.767,CURTIDOS J VAZQUEZ SA,NOVA LEATHERS PVT LIMITED,11,0
14873711,14873711,8,,CONCERIA TIRRENA SPA,LEATHER COORDINATORS,1,0
16551143.65,16551143.65,8,,CONCERIA LEONICA SPA,LEATHER COORDINATORS,1,0
23817481,23817481,8,,CONCERIA LEONICA SPA,MULTAN HIDE COMPANY PVT LTD,1,0
228493857.9,12025992.52,2,5212398.599,CONBIPEL SPA,COTTON WEB LIMITED,19,1
6568785.8,6568785.8,2,,CONBIPEL SPA,VIP WEARS PVT LTD,1,0
5000219,5000219,2,,MOODO URBAN FASHION MODE SP Z,DENIM PLUS PVT LTD,1,0
2651279.1,2651279.1,2,,MOODO URBAN FASHION MODE SP Z,SOFTWOOD PVT LTD,1,0
3927616,3927616,2,,CONANCE LIMITED,AROOJ ENTERPRISES,1,0
139606106.4,3773138.012,5,533578.9576,MONTSE INTERIORS SL,ARSHAD CORPORATION PVT LTD,37,0
2655558,2655558,5,,MONTSE INTERIORS SL,RUSTAM TOWEL PVT LTD,1,0
1302251.32,1302251.32,26,,MOMTEX EXPO LTD,ARCHOMA TEXTILES CHEMICALS PAKISTAN,1,0
96314518,96314518,6,,WENSHANG RUYI TECHNOLOGY TEXTILE,NISHAT CHUNIAN LIMITED,1,1
57928030,57928030,6,,WENSHANG RUYI TECHNOLOGY TEXTILE,RELIANCE WEAVING MILLS LTD,1,0
151705931.4,13791448.3,19,4122739.748,CROMPTONS HEALTHCARE LIMITED,AB EXPORTS PVT LTD,11,1
8575637,4287818.5,19,265588.5999,CROMPTONS HEALTHCARE LIMITED,JEEA AHSEN TEXTILES PVT LTD,2,0
34726702,34726702,33,,NAM DINH TEXTILE GARMENT JOINT,MILLENNIUM COTTON GINNING AND OIL,1,0
17467949.5,17467949.5,33,,NAM DINH TEXTILE GARMENT JOINT,SONIA COTTON GINNING PRESSING,1,0
119244850,9937070.833,5,5486039.947,HA HAQ SPINNING MILLS PVT LTD,ICI PAKISTAN LIMITED,12,1
7700000,7700000,5,,HA HAQ SPINNING MILLS PVT LTD,SAPPHIRE FIBRES LIMITED,1,1
13051135,6525567.5,1,162746.9897,NAKOSAN NAKIS KONFEKSIYON TEKSTIL,INDUS DYEING & MFG CO LTD,2,0
7068577,7068577,1,,NAKOSAN NAKIS KONFEKSIYON TEKSTIL,MAHMOOD TEXTILE MILLS LTD,1,0
1982210,1982210,19,,CONTINENTAL SURGICAL HOUSE,AIZ AND CO,1,0
6967261,6967261,1,,CROWN FASHION AND SWEATER IND,ROOMI FABRICS LIMITED,1,0
0,0,1,,CROWN FASHION AND SWEATER IND,SAPPHIRE TEXTILE MILLS LIMITED,1,0
286998132.5,40999733.21,1,3036826.765,CROWN MILLS BD LTD,MAQBOOL TEXTILE MILLS LTD,7,0
10516099,10516099,1,,CROWN MILLS BD LTD,SAIF TEXTILE MILLS LTD,1,0
11887889,11887889,6,,MOTIF TEKSTIL NAKIS SANAYI TICARET,INDUS DYEING & MFG CO LTD,1,1
21589130.4,21589130.4,6,,MOTIF TEKSTIL NAKIS SANAYI TICARET,NAVEENA INDUSTRIES LIMITED,1,0
10079950,10079950,51,,CRESCENTCO PVT LTD,LUCKY CEMENT LIMITED,1,0
431468.81,431468.81,56,,MSAPURBA TRADERS,MODELLA ENTERPRISE,1,0
40200224,10050056,12,7685098.251,CREATIVA INTERIORS LLC,AL BARKA FABRICS PVT LTD,4,0
11259840.25,5629920.125,12,2677879.346,CREATIVA INTERIORS LLC,GOHAR TEXTILE MILLS PVT LTD,2,1
7092223,7092223,6,,MORAIS + MATOS INDUSTRIA MALHAS SA,BHANERO TEXTILE MILLS LIMITED,1,0
6591995.69,6591995.69,6,,MORAIS + MATOS INDUSTRIA MALHAS SA,SAPPHIRE FIBRES LIMITED,1,1
1019835.37,1019835.37,26,,MSLITUN FABRICS LTD''SHADHINATA,ARCHOMA TEXTILES CHEMICALS PAKISTAN,1,0
33569145.97,16784572.99,26,10510157.96,MSLITUN FABRICS LTD''SHADHINATA,HUSSAIN MILLS LIMITED,2,1
5446173,5446173,0,,CREACIONES BV SL,AMEER ENTERPRISES,1,0
17489460.06,8744730.03,0,2018109.581,CREACIONES BV SL,NASEEM FABRICS,2,1
22140687.93,5535171.983,1,761579.4444,DAEHO TEXTILE CORPORATION LIMITED,INDUS DYEING & MFG CO LTD,4,0
6692367,6692367,1,,DAEHO TEXTILE CORPORATION LIMITED,UMAR SPINNING MILLS PVT LTD,1,0
29632005,9877335,0,4833734.648,COTE D'AMOUR,SAMTEX TEXTILES,3,0
